Gene_ID,Castle_Effect,Castle_Score,P_value
Efcab14,-0.2,0.209,0.59
Ephx2,0.8,0.209,0.55
Ntsr1,-0.6,0.209,0.536
Pam,2.5,0.209,0.648
Slc6a14,-0.8,0.209,0.55
Slc7a2,-1,0.209,0.55
Synpr,2,0.209,0.578
Tdrkh,1.8,0.209,0.578
Trank1,-0.9,0.209,0.529
Trim11,-3.4,0.209,0.587
Tssk4,-3.1,0.209,0.55
Ubald1,-0.5,0.209,0.59
5330417C22Rik,-0.3,0.208,0.59
5430402E10Rik,-0.7,0.208,0.446
Adamts2,3.1,0.208,0.587
Cmtm6,-0.3,0.208,0.59
Dynlt1c,1.1,0.208,0.579
Eif5b,-0.8,0.208,0.536
Fabp1,1.7,0.208,0.587
Mgrn1,-1.5,0.208,0.587
Pbk,-0.5,0.208,0.551
Prss21,1.7,0.208,0.587
Usp26,1.7,0.208,0.587
Zbtb7a,0.8,0.208,0.53
Zfp260,-2.7,0.208,0.53
Zfp532,-0.6,0.208,0.446
Aip,-1,0.207,0.588
Aqp11,-1,0.207,0.588
Eny2,-1,0.207,0.588
Epb41l4b,-1.7,0.207,0.58
Gm10643,-0.7,0.207,0.649
Gm17430,1.1,0.207,0.649
H2afz,-1,0.207,0.588
Hnf1b,4.1,0.207,0.537
Kctd20,1.4,0.207,0.588
Lrrc30,1.1,0.207,0.344
Mknk1,-0.6,0.207,0.552
Myh11,-0.8,0.207,0.537
Nr1d1,-1,0.207,0.588
Paqr9,-1,0.207,0.588
Plcxd2,-0.6,0.207,0.588
Prl,-0.8,0.207,0.58
Qk,-0.8,0.207,0.537
Rgs13,0.8,0.207,0.344
Rps7,-1,0.207,0.588
Rrp8,-1,0.207,0.588
Stk32b,1.5,0.207,0.552
Tm2d2,-6.4,0.207,0.58
Txndc12,-2.1,0.207,0.552
1700031F05Rik,1.7,0.206,0.649
Adh5,8.4,0.206,0.553
Cyp3a13,1.2,0.206,0.588
Gtdc1,-0.4,0.206,0.592
Hsf2bp,1.7,0.206,0.588
Pdia4,6.2,0.206,0.588
Pex5l,0.9,0.206,0.344
Saa3,0.9,0.206,0.588
Sfr1,-1,0.206,0.53
Ubl3,1.4,0.206,0.588
Abcg8,0.6,0.205,0.344
Cnppd1,-0.2,0.205,0.593
Csde1,-0.8,0.205,0.532
Gm21731,1.9,0.205,0.65
Heyl,-0.5,0.205,0.538
Ighv6-5,-4.7,0.205,0.65
Igkv3-2,-1.1,0.205,0.65
Pgls,1.2,0.205,0.538
Vrk3,1.4,0.205,0.553
Zfp820,1.2,0.205,0.65
Akr1c18,1.4,0.204,0.539
Arhgef15,-1.1,0.204,0.582
Cep152,-0.7,0.204,0.539
Cryga,3,0.204,0.59
Cyp2c38,0.9,0.204,0.554
Exd2,-0.9,0.204,0.345
Fbxo44,1.3,0.204,0.59
Flnb,-0.5,0.204,0.539
Gpbp1,0.6,0.204,0.532
Gpr135,0.7,0.204,0.593
Hnrnpk,1.7,0.204,0.59
Olfr1264,1.1,0.204,0.447
Ttpa,-1,0.204,0.582
Anxa10,1.1,0.203,0.533
Atp6v1c1,-1.4,0.203,0.555
Casp6,1.8,0.203,0.59
Drp2,-0.8,0.203,0.582
Dyrk3,-0.7,0.203,0.555
Fads6,1.2,0.203,0.594
Fmn1,1.4,0.203,0.582
Gimap4,-0.6,0.203,0.346
Gm20716,-1.1,0.203,0.651
Gm4791,-1.1,0.203,0.651
Gm9396,-1.1,0.203,0.651
Pias3,3,0.203,0.59
Tdrd6,-5.7,0.203,0.582
Tubgcp3,-1,0.203,0.539
Vmn1r170,2.7,0.203,0.448
Zfp574,-0.7,0.203,0.533
ENSMUSG00000054123,1,0.203,0.651
1700125H20Rik,-0.7,0.202,0.346
Ccdc92b,-0.6,0.202,0.533
Esp3,1.5,0.202,0.651
Fam199x,1.7,0.202,0.533
Mas1,1,0.202,0.54
Pih1h3b,1.1,0.202,0.346
Rb1cc1,-0.8,0.202,0.54
Tnfsf13,-0.8,0.202,0.54
Zfp438,-0.6,0.202,0.534
Apoc4,1,0.201,0.591
Atp8b5,-0.9,0.201,0.449
Col4a3,0.8,0.201,0.541
Creb3l3,-0.8,0.201,0.583
Gbx2,2.4,0.201,0.535
Gnai2,-1,0.201,0.591
Gpr150,0.7,0.201,0.346
Nr0b2,-0.8,0.201,0.541
Olfr395,1.6,0.201,0.652
Rsc1a1,-1,0.201,0.591
Sox15,4.3,0.201,0.533
Zfp982,-0.8,0.201,0.652
Akr1b3,-3.3,0.2,0.557
BC022687,1.6,0.2,0.534
Cep68,0.9,0.2,0.541
Gm773,-1,0.2,0.45
Noct,-0.8,0.2,0.535
Nudt6,-1,0.2,0.584
Pkn1,-3.3,0.2,0.557
ENSMUSG00000003178,-2.2,0.2,0.584
ENSMUSG00000062501,1.7,0.2,0.652
Camkk1,-7,0.199,0.558
Cldn3,-0.6,0.199,0.542
Dusp10,0.9,0.199,0.558
Fgf10,2.3,0.199,0.592
Gm10803,1.7,0.199,0.653
Gm21721,1.5,0.199,0.653
Gnat1,1.1,0.199,0.558
Igkv8-30,-0.7,0.199,0.653
Klf5,3.5,0.199,0.536
Ncf1,-0.6,0.199,0.542
Nckap1l,-0.6,0.199,0.536
Olfr693,-1.1,0.199,0.653
Pank3,-1.1,0.199,0.558
Pyurf,0.7,0.199,0.585
Rassf7,5.7,0.199,0.536
Sp4,2.1,0.199,0.534
Stx1a,3.9,0.199,0.534
Sun1,3.6,0.199,0.536
Tfap2a,-0.7,0.199,0.542
Yy2,-1.1,0.199,0.536
ENSMUSG00000075108,-5.3,0.199,0.45
AB124611,1.5,0.198,0.535
Asic3,1.5,0.198,0.535
Ccdc40,-0.7,0.198,0.535
Fam174a,-0.2,0.198,0.598
Fzd2,-1.1,0.198,0.598
Gp1bb,-0.3,0.198,0.598
Kdm4d,-0.5,0.198,0.537
Nrbf2,2.1,0.198,0.537
Rogdi,1.7,0.198,0.543
Tgfbr3l,-0.9,0.198,0.653
Zfp821,-0.5,0.198,0.537
ENSMUSG00000073729,3.4,0.198,0.653
4931422A03Rik,-6.2,0.197,0.654
A230050P20Rik,1.7,0.197,0.543
Adcy1,1.4,0.197,0.543
Asb5,2.9,0.197,0.594
Asb6,-1.1,0.197,0.594
Crim1,3.6,0.197,0.594
Fabp6,-0.7,0.197,0.559
Gabbr1,1.7,0.197,0.559
Hacd1,1.1,0.197,0.586
Hsd3b5,2.7,0.197,0.451
Ing2,3,0.197,0.594
Maged1,-1.9,0.197,0.537
Myo1d,1.3,0.197,0.559
Olfr1427,1.1,0.197,0.451
Pla2g1b,0.9,0.197,0.559
Prpsap1,0.8,0.197,0.586
Vapb,-7.3,0.197,0.586
Ahsa2,1.6,0.196,0.451
Ccl21b,-0.6,0.196,0.544
Efcab10,-0.5,0.196,0.451
Fam168a,2.5,0.196,0.536
Frmd4b,0.9,0.196,0.586
Gabra6,1.6,0.196,0.56
Gm10591,-0.6,0.196,0.544
Gm13304,-0.6,0.196,0.544
Gm21541,-0.6,0.196,0.544
Igkv6-14,-0.8,0.196,0.654
Nfe2l2,3,0.196,0.595
Olfr124,-10.9,0.196,0.451
Olfr669,1.1,0.196,0.348
Prg3,2.9,0.196,0.595
Slc1a7,2.1,0.196,0.56
Zfp661,2,0.196,0.538
Zfp775,-0.5,0.196,0.538
4930500M09Rik,1.7,0.195,0.655
Bmp10,2.1,0.195,0.348
E2f4,2.2,0.195,0.544
Gm10634,-0.9,0.195,0.451
Gm4894,-1.1,0.195,0.655
Gm7271,1.5,0.195,0.655
Gm7461,1.7,0.195,0.655
Hcls1,0.8,0.195,0.587
Hecw1,-0.8,0.195,0.544
Slc25a43,-0.5,0.195,0.587
Stox1,6.8,0.195,0.539
Tmem184c,0.2,0.195,0.6
Trbv14,-0.8,0.195,0.655
Triqk,0.3,0.195,0.6
Aldh7a1,-0.6,0.194,0.545
Atp5c1,-4,0.194,0.562
Gm7353,-0.8,0.194,0.655
Hmcn1,-0.6,0.194,0.537
Mkln1,1.4,0.194,0.537
Psmd5,1.6,0.194,0.596
Slco6b1,0.9,0.194,0.601
Synm,-2.4,0.194,0.588
Wdsub1,1.8,0.194,0.562
Armc1,-0.6,0.193,0.588
Edem2,-0.6,0.193,0.597
Fasl,-0.6,0.193,0.546
Gng3,0.8,0.193,0.546
Ints13,2.3,0.193,0.538
Lifr,-0.7,0.193,0.656
Olfr1459,0.8,0.193,0.451
Ormdl3,-0.7,0.193,0.597
Samd4,4,0.193,0.54
Slc22a15,2.6,0.193,0.602
Tifa,-0.7,0.193,0.538
Tmprss11e,-0.7,0.193,0.597
Zfp551,0.8,0.193,0.54
1700030K09Rik,-0.7,0.192,0.539
Arfip1,-0.6,0.192,0.539
Cfap52,-0.6,0.192,0.656
E030025P04Rik,2,0.192,0.656
Ehbp1,2.9,0.192,0.598
Fam110a,-0.5,0.192,0.547
Fchsd1,-0.7,0.192,0.539
Fmo9,-0.8,0.192,0.452
Gal3st1,-0.5,0.192,0.547
Gm13306,3.8,0.192,0.539
Lin37,-0.6,0.192,0.547
Mrgpra6,1.7,0.192,0.656
Nfib,-0.5,0.192,0.541
Nfkbil1,2.6,0.192,0.541
Nudt18,-0.7,0.192,0.539
Pitrm1,-0.7,0.192,0.598
Pxylp1,-0.8,0.192,0.656
Rxra,1.6,0.192,0.598
Tyw1,1,0.192,0.589
Zfp600,-0.9,0.192,0.541
Hdac8,1.2,0.191,0.547
Ica1,2.4,0.191,0.598
Invs,2.2,0.191,0.598
Olfr957,2.3,0.191,0.657
Psca,-0.7,0.191,0.547
Svs3a,1.7,0.191,0.452
9230019H11Rik,-0.6,0.19,0.657
Adra1b,-2.3,0.19,0.565
Adra2b,0.7,0.19,0.565
Arid4b,-1.5,0.19,0.59
Irx2,1.4,0.19,0.542
Jak1,-0.9,0.19,0.565
Lrrc61,-0.6,0.19,0.54
Nuak1,-0.6,0.19,0.565
Psd3,1.1,0.19,0.548
Rimbp2,1,0.19,0.599
Tgds,0.8,0.19,0.548
Zdhhc4,-0.5,0.19,0.59
Acsm5,-0.5,0.189,0.591
AI597479,1.1,0.189,0.54
Ap1g2,-1,0.189,0.599
Casq2,-2.5,0.189,0.591
Cckar,0.9,0.189,0.565
Cd70,-0.5,0.189,0.549
Kctd14,-1,0.189,0.599
Llgl1,3.4,0.189,0.599
Myl2,-0.6,0.189,0.591
Nde1,-0.6,0.189,0.549
Oit3,-0.9,0.189,0.349
Olfr1102,1,0.189,0.452
Olfr1183,-0.6,0.189,0.452
Pinx1,-0.8,0.189,0.549
Plch2,0.9,0.189,0.591
Soga1,-1,0.189,0.54
Srms,-1,0.189,0.54
Wsb1,1.6,0.189,0.599
5830473C10Rik,-0.7,0.188,0.452
Bicd2,1.4,0.188,0.592
Cyp2d10,1,0.188,0.452
Gm6430,1.6,0.188,0.658
Olfr518,0.7,0.188,0.349
Olfr893,1.1,0.188,0.452
Senp1,1.3,0.188,0.549
Slc8b1,-5.7,0.188,0.592
Ubb,1.3,0.188,0.549
Zfp58,1.6,0.188,0.658
Acbd5,-3.8,0.187,0.592
Arhgef12,7.6,0.187,0.55
C1d,1.6,0.187,0.601
Cd3d,1.4,0.187,0.567
Cers3,-0.7,0.187,0.601
Hsp90b1,7.6,0.187,0.55
Lrrc47,-0.5,0.187,0.544
Olfr1320,-1,0.187,0.659
Proca1,1.5,0.187,0.601
Ssr3,1.6,0.187,0.601
Taf1,1,0.187,0.567
Adh6b,1.1,0.186,0.453
Anapc7,1.3,0.186,0.551
Arhgap36,-0.6,0.186,0.349
Ascl2,-0.4,0.186,0.545
Cdx1,2.4,0.186,0.545
Fgfr3,1.2,0.186,0.568
Il11ra1,-0.8,0.186,0.568
Jdp2,0.8,0.186,0.545
Kifc5b,-0.5,0.186,0.551
Mertk,-3.1,0.186,0.568
Olfr890,1,0.186,0.453
Padi4,-6.1,0.186,0.568
Prl7c1,2.6,0.186,0.453
Rab5c,-0.8,0.186,0.593
Rfng,-0.7,0.186,0.593
Trappc3,3.4,0.186,0.568
ENSMUSG00000036279,-0.7,0.186,0.545
ENSMUSG00000094984,-1,0.186,0.659
ENSMUSG00000095611,-1,0.186,0.659
ENSMUSG00000096543,-1,0.186,0.659
ENSMUSG00000096892,-1,0.186,0.659
Duoxa1,-0.4,0.185,0.608
Eci1,0.9,0.185,0.594
Epop,-1,0.185,0.543
Olfr25,1.4,0.185,0.66
Rasgrf2,0.9,0.185,0.552
Syap1,3.8,0.185,0.543
Zfp608,-0.5,0.185,0.552
4933430I17Rik,4.3,0.184,0.547
Armcx2,0.9,0.184,0.609
Asb7,-2,0.184,0.603
Cfhr1,1,0.184,0.351
Cldn23,-0.2,0.184,0.609
Hectd1,0.9,0.184,0.603
Ido1,1,0.184,0.552
Lama2,-0.6,0.184,0.552
Reep3,1,0.184,0.569
Slc22a23,-1,0.184,0.609
Ugt1a6a,4,0.184,0.594
Amn1,3.7,0.183,0.548
Ceacam2,-0.5,0.183,0.547
Chd2,1.6,0.183,0.603
Coq8b,2.8,0.183,0.57
Dus3l,1,0.183,0.603
Erc2,1.2,0.183,0.595
Gnpnat1,1.6,0.183,0.603
Lrrc34,1.6,0.183,0.603
Olfr811,-0.8,0.183,0.455
Qdpr,-2.6,0.183,0.57
Skap2,0.7,0.183,0.548
Sppl2c,1,0.183,0.352
Tmem209,0.4,0.183,0.61
Ubxn4,2.8,0.183,0.603
4931440F15Rik,-0.6,0.182,0.662
9130011E15Rik,0.4,0.182,0.611
Apoa5,1.3,0.182,0.604
Bdh1,-1.3,0.182,0.571
Gm17472,1.1,0.182,0.662
Nhsl1,-1,0.182,0.662
Sfxn2,-0.8,0.182,0.596
Tgfb1,2.7,0.182,0.554
Tpbg,0.7,0.182,0.554
Zfp971,0.7,0.182,0.548
Ascl5,-1.2,0.181,0.549
Ccdc62,0.9,0.181,0.549
Ccnl1,2.1,0.181,0.554
Cmpk2,0.8,0.181,0.554
Crygd,-2.3,0.181,0.604
Dcp2,-0.5,0.181,0.549
Gm5773,-0.8,0.181,0.662
Ift74,2.3,0.181,0.596
Map1b,-0.7,0.181,0.596
Mgat1,-1.3,0.181,0.572
Obox6,1.6,0.181,0.662
Olfr1477,-0.6,0.181,0.455
Sim2,2.8,0.181,0.604
Trav19,1.7,0.181,0.662
Trim45,1.6,0.181,0.604
Uchl3,1,0.181,0.604
Zfp560,1.4,0.181,0.549
4930451G09Rik,1.6,0.18,0.663
Cdc42bpg,2.8,0.18,0.572
Cpne2,-5.3,0.18,0.597
Dido1,-0.7,0.18,0.555
F13a1,-2,0.18,0.572
Gm9817,-1,0.18,0.663
Hoxd9,-0.7,0.18,0.549
Ighv10-3,2.2,0.18,0.663
Olfr127,1,0.18,0.455
Pde1c,-1,0.18,0.555
Tomm34,-0.8,0.18,0.597
Cars2,-1,0.179,0.556
Fig4,2.1,0.179,0.605
Gml,-1,0.179,0.556
Kat5,4.3,0.179,0.573
Kiz,5.8,0.179,0.663
Klhl42,2,0.179,0.605
Lin28a,-0.5,0.179,0.55
Mms19,-1,0.179,0.556
Mpp3,1.4,0.179,0.55
Olfr904,1.1,0.179,0.456
Pigz,1.4,0.179,0.598
Pola1,-1,0.179,0.556
Skap1,-0.8,0.179,0.663
Tcf7,-1,0.179,0.556
Terf2,-1,0.179,0.556
Tsc22d3,-0.7,0.179,0.556
Tubg1,-1,0.179,0.556
Ufd1,-1,0.179,0.556
Vmn2r32,-1,0.179,0.556
Vmn2r42,-1,0.179,0.556
Adcy2,-0.7,0.178,0.556
Aire,-0.6,0.178,0.551
Arhgef6,1,0.178,0.556
Iyd,1.3,0.178,0.574
Kcnj8,-0.7,0.178,0.574
Lbr,-1,0.178,0.606
Mindy2,5.7,0.178,0.606
Olfr1018,1.8,0.178,0.456
Tas2r140,0.3,0.178,0.614
Tm6sf1,0.9,0.178,0.614
Tmem123,-0.6,0.178,0.556
Tsga13,7.1,0.178,0.55
Wdr62,4,0.178,0.55
ENSMUSG00000070892,1,0.178,0.664
2900055J20Rik,-5.6,0.177,0.664
Cxcl10,-0.7,0.177,0.575
Dlg4,1.1,0.177,0.575
Dusp6,0.9,0.177,0.575
Gpr3,1.1,0.177,0.615
H2-Aa,1.3,0.177,0.557
Hes2,0.7,0.177,0.552
Olfr1367,1.3,0.177,0.664
Prdm12,0.8,0.177,0.552
Tnfrsf4,-1,0.177,0.557
Trim23,1.6,0.177,0.606
Ttc39d,-0.8,0.177,0.456
Zic5,1.4,0.177,0.552
Abcg2,4.2,0.176,0.552
Asb17,1.1,0.176,0.607
Cyp4b1,-0.7,0.176,0.607
Espl1,1.1,0.176,0.558
Gng7,2.2,0.176,0.558
Mcat,4.2,0.176,0.558
Nfs1,-1.1,0.176,0.576
Olfr845,2.6,0.176,0.456
Rnf182,2.7,0.176,0.607
Scgb2b24,2.3,0.176,0.456
Vmn2r5,2.2,0.176,0.665
Acrbp,-0.4,0.175,0.553
Alox12b,-0.7,0.175,0.607
Ddx59,-0.9,0.175,0.553
Fzd7,0.6,0.175,0.558
Glra4,2.7,0.175,0.607
Gm19684,4.8,0.175,0.665
Lhx1,0.5,0.175,0.553
Mtmr12,-1.9,0.175,0.576
Zfp36,-0.8,0.175,0.607
Cd274,1,0.174,0.355
Ctss,-0.7,0.174,0.577
Cyp4f39,1.7,0.174,0.601
Farp2,-0.5,0.174,0.601
Flt4,-1.3,0.174,0.577
Gpr156,0.1,0.174,0.618
Hnrnpa2b1,2.2,0.174,0.559
Nckipsd,-0.7,0.174,0.559
Phip,-0.6,0.174,0.559
Sgpp2,-0.7,0.174,0.559
St14,-1.9,0.174,0.577
Ttc30b,1.5,0.174,0.608
2310011J03Rik,-0.7,0.173,0.56
Ccl11,1,0.173,0.609
Chst15,1,0.173,0.356
Ctsh,-0.5,0.173,0.578
Fam173a,-0.2,0.173,0.618
Fam50a,3.7,0.173,0.554
Gm8258,-1.1,0.173,0.666
Gypa,2.6,0.173,0.666
Ino80b,3.7,0.173,0.554
Map3k2,-0.4,0.173,0.555
Naa38,1.1,0.173,0.666
Npas2,-0.6,0.173,0.555
Pigb,-6.3,0.173,0.602
Rnf5,2.7,0.173,0.609
Ror1,0.8,0.173,0.555
Snapc5,1.6,0.173,0.555
Vmn2r38,-0.8,0.173,0.458
1700028J19Rik,-0.6,0.172,0.667
AI464131,1.8,0.172,0.609
Arv1,2.6,0.172,0.602
Ehhadh,1.1,0.172,0.579
Gm11627,-1,0.172,0.667
Gm12253,0.7,0.172,0.459
Gm5426,1.6,0.172,0.667
Ice2,-0.7,0.172,0.667
Naip5,0.9,0.172,0.459
Olfr1318,-0.8,0.172,0.459
Parp14,0.6,0.172,0.555
Sgtb,1.5,0.172,0.609
Ssu2,-1,0.172,0.555
Syngr4,-0.2,0.172,0.619
Actl10,1,0.171,0.357
Ckb,1,0.171,0.58
Hdhd2,1.3,0.171,0.603
Il17re,0.3,0.171,0.62
Krt26,1,0.171,0.357
Olfr860,0.7,0.171,0.459
Rapgef4,-1.1,0.171,0.609
Tmem231,0.7,0.171,0.62
Trp53bp2,-0.5,0.171,0.561
Zfp804a,1.2,0.171,0.556
ENSMUSG00000090852,1,0.171,0.459
Atrnl1,-0.6,0.17,0.562
Ddias,3.9,0.17,0.668
Eps8,1.5,0.17,0.61
Fam241a,0.7,0.17,0.621
Hoxd8,0.7,0.17,0.557
Mapk8ip2,-0.8,0.17,0.581
Mark2,-0.7,0.17,0.581
Pagr1a,3.1,0.17,0.555
Pramel7,1.1,0.17,0.459
Qrich2,3.4,0.17,0.555
Slamf6,-1.4,0.17,0.604
Stradb,-5.7,0.17,0.581
Tfap2c,3.3,0.17,0.562
Tfap2d,1.3,0.17,0.557
Thra,2.5,0.17,0.562
Vmn2r120,2.2,0.17,0.668
Zfp655,-0.5,0.17,0.557
Bhlhe41,2.6,0.169,0.46
Cfap45,-7.8,0.169,0.669
Chmp6,2.6,0.169,0.611
Enox2,1.2,0.169,0.556
Kdelr1,1.2,0.169,0.611
Mmp20,-1.4,0.169,0.605
Pabpc4,-2.7,0.169,0.605
Rin3,-1.1,0.169,0.605
Sptan1,1.3,0.169,0.556
Apba1,-0.7,0.168,0.611
Arhgef11,-1.7,0.168,0.605
Fcgr3,-0.6,0.168,0.563
Gm3727,2.1,0.168,0.46
Gm6337,2.1,0.168,0.46
Gtf2a1,-0.6,0.168,0.558
Rpf1,-0.6,0.168,0.558
Shisa8,1,0.168,0.67
Tbc1d14,6.9,0.168,0.557
Zfp653,-0.5,0.168,0.558
ENSMUSG00000069291,0.8,0.168,0.46
Cdk17,1.9,0.167,0.67
Cfap20,-1,0.167,0.67
Dnal1,-0.6,0.167,0.606
Gm3033,1.1,0.167,0.67
Gnao1,1,0.167,0.612
Iah1,1.3,0.167,0.612
Ikzf2,-0.5,0.167,0.559
Itfg2,7,0.167,0.557
Mfsd4b2,2.6,0.167,0.46
Nt5dc2,5.5,0.167,0.557
Tmtc4,0.5,0.167,0.623
Ttpal,3.7,0.167,0.557
Abhd2,1.5,0.166,0.612
Asphd1,1.3,0.166,0.671
Astn2,0.7,0.166,0.558
Bbs4,-0.5,0.166,0.564
Fam57a,0.4,0.166,0.624
Foxi3,-0.7,0.166,0.558
Klf7,1.2,0.166,0.56
Myo9a,1,0.166,0.607
Mypn,-0.7,0.166,0.607
Pcbp3,1.4,0.166,0.607
Ppfia4,2.6,0.166,0.461
Ppp1r12c,1.7,0.166,0.584
Prmt6,4.5,0.166,0.564
Rps6ka4,-0.8,0.166,0.584
Sntg1,0.7,0.166,0.607
Tmem139,1,0.166,0.36
Trim30a,-0.7,0.166,0.612
Xkr8,2.1,0.166,0.624
4930408O17Rik,0.9,0.165,0.671
Chst12,4.6,0.165,0.565
Gm10271,-0.9,0.165,0.671
Klhdc9,1,0.165,0.361
Laptm4b,-0.2,0.165,0.625
Magea8,2.1,0.165,0.461
Olfr1029,1,0.165,0.361
Pla2g4c,0.8,0.165,0.608
Selenok,-0.2,0.165,0.625
Slc5a10,0.6,0.165,0.361
Tpsg1,-0.5,0.165,0.56
Treml2,-0.3,0.165,0.625
Vmn2r23,0.8,0.165,0.461
Acox2,1.6,0.164,0.609
Armc10,0.8,0.164,0.609
Brs3,1,0.164,0.362
Cnst,0.2,0.164,0.626
Dlst,-0.9,0.164,0.566
Eif3m,-0.9,0.164,0.609
Galnt15,1.3,0.164,0.613
Olfr961,0.8,0.164,0.462
Poc1a,-1.9,0.164,0.613
Prkd1,0.9,0.164,0.586
Psenen,-0.7,0.164,0.566
Sco1,-0.9,0.164,0.609
Ssb,1.3,0.164,0.559
Ttll3,-0.5,0.164,0.609
Alms1,5.3,0.163,0.566
Baz2a,1.3,0.163,0.562
Ccr10,-0.2,0.163,0.627
Gfra3,1.5,0.163,0.627
Gm10032,1.5,0.163,0.672
Hdx,4.1,0.163,0.562
Magea4,1.2,0.163,0.614
Nlrp3,1.1,0.163,0.566
Olfr150,1,0.163,0.672
Safb2,-0.5,0.163,0.562
Zfp354a,5.9,0.163,0.566
ENSMUSG00000073738,-0.6,0.163,0.672
ENSMUSG00000076776,-1,0.163,0.672
Bin2,-0.6,0.162,0.61
Bmp1,-0.6,0.162,0.615
Crkl,0.6,0.162,0.567
Foxg1,0.9,0.162,0.567
Gm10112,-0.5,0.162,0.673
Gm136,-0.9,0.162,0.561
Gm17728,1.5,0.162,0.673
Gm5129,1.2,0.162,0.673
Hoxd12,3.5,0.162,0.563
Ighv1-43,-0.7,0.162,0.673
Ighv8-11,-0.7,0.162,0.673
Lrp1,0.8,0.162,0.587
Matr3,0.8,0.162,0.567
Morn1,-0.9,0.162,0.561
Olfr523,-0.6,0.162,0.462
Pih1d1,3.4,0.162,0.561
Slc13a2,-0.9,0.162,0.561
Smad3,-0.4,0.162,0.567
Tacstd2,1,0.162,0.363
Vwa8,2.1,0.162,0.61
ENSMUSG00000095559,-0.6,0.162,0.462
Coro1b,-0.5,0.161,0.568
Cox4i2,-2.9,0.161,0.611
Cxcl3,2.5,0.161,0.463
Cyp3a59,1.3,0.161,0.463
Eef2kmt,-0.7,0.161,0.673
Fam20c,2.4,0.161,0.611
Gm20422,0.8,0.161,0.673
Hes5,6.9,0.161,0.563
Olfr149,-0.8,0.161,0.463
Tbck,0.9,0.161,0.588
Tmem150a,0.3,0.161,0.628
Tmem86b,0.3,0.161,0.628
Tyrobp,-0.4,0.161,0.568
Ascc3,-0.8,0.16,0.569
Dhx16,-0.8,0.16,0.569
Edn2,-0.6,0.16,0.569
Fanca,-0.6,0.16,0.569
Gm12794,-0.7,0.16,0.674
Gm42743,-0.7,0.16,0.616
Got1,-3.7,0.16,0.589
Grik5,0.8,0.16,0.589
Isyna1,-0.5,0.16,0.589
Nfkb2,-0.8,0.16,0.569
Phf3,-0.5,0.16,0.564
Prdx1,-0.7,0.16,0.616
Rnf150,2.5,0.16,0.616
Stt3a,1.1,0.16,0.569
Tmem217,0.4,0.16,0.629
Trim34b,1.2,0.16,0.616
Umps,-0.7,0.16,0.569
Vasp,-0.8,0.16,0.569
Ypel1,2,0.16,0.562
Zfp229,0.9,0.16,0.463
Bnc1,-0.5,0.159,0.565
Hdac1,0.9,0.159,0.57
Man2c1,0.9,0.159,0.617
Pla2g4a,-0.6,0.159,0.57
Rp9,0.7,0.159,0.565
Rragb,0.9,0.159,0.612
Shd,-1.2,0.159,0.617
Tmem216,0.4,0.159,0.63
Trim14,0.8,0.159,0.617
Arhgdia,1,0.158,0.617
Bcl2,1.2,0.158,0.57
Bmx,2.7,0.158,0.591
Cyp4a12b,2.5,0.158,0.617
Eln,-1,0.158,0.675
F7,-0.7,0.158,0.591
Fam117b,3.6,0.158,0.563
Gpr34,5.6,0.158,0.57
Iqcm,1.4,0.158,0.563
Mif,-0.7,0.158,0.57
Msrb2,-4.5,0.158,0.613
Parn,1.3,0.158,0.566
Pomk,-0.6,0.158,0.591
Rab14,2.5,0.158,0.617
Rbm17,3.5,0.158,0.566
Taf1b,-0.7,0.158,0.57
Ampd1,0.7,0.157,0.571
Bloc1s1,0.9,0.157,0.614
Ccdc14,-0.7,0.157,0.564
Ccne1,1.1,0.157,0.571
Fra10ac1,1.2,0.157,0.564
Gm10212,1,0.157,0.676
Gm11733,1.5,0.157,0.676
Habp4,0.9,0.157,0.566
Mier2,1.2,0.157,0.566
Ppbp,-0.8,0.157,0.464
Rapgef6,-1.2,0.157,0.566
Slc44a2,-0.2,0.157,0.632
Acvr1c,1.4,0.156,0.592
Arglu1,-0.6,0.156,0.572
Cdk19,-0.6,0.156,0.592
Esrra,-0.7,0.156,0.567
Gm10309,2.1,0.156,0.676
Gm43302,1.2,0.156,0.367
Itga6,1.2,0.156,0.619
Kat8,2.1,0.156,0.615
Ly6d,1.9,0.156,0.367
Nr1i3,0.9,0.156,0.592
Oxgr1,-0.8,0.156,0.367
Plaa,2.2,0.156,0.619
Prr7,1.5,0.156,0.632
Smg5,3,0.156,0.567
Snrnp48,3.5,0.156,0.567
Tcte2,0.8,0.156,0.572
Ttf2,6.1,0.156,0.567
Eif2ak2,-6.2,0.155,0.593
Eps8l2,0.8,0.155,0.615
Exoc5,-0.9,0.155,0.619
Fcrls,2.5,0.155,0.465
Fmn2,1.1,0.155,0.615
Hcrt,0.7,0.155,0.593
Map2k5,1.5,0.155,0.573
Olfr974,2.5,0.155,0.465
Serpinf1,0.8,0.155,0.619
Tal1,1,0.155,0.573
Tbp,1.3,0.155,0.573
Zfp219,1.4,0.155,0.568
9430069I07Rik,-0.7,0.154,0.677
Ankrd22,3.6,0.154,0.569
C2cd4b,2.4,0.154,0.573
Cyp4f15,1.4,0.154,0.566
Erich3,1.5,0.154,0.677
Fgf2,-0.5,0.154,0.573
Hmgn3,5.2,0.154,0.677
Ncf2,1.4,0.154,0.62
Plpp4,1,0.154,0.368
