Gene_ID,Castle_Effect,Castle_Score,P_value
Gabrb3,-1.9,0.388,0.387
Mblac1,-1,0.388,0.394
Mrpl16,-4,0.388,0.394
Ube2d2a,-0.8,0.388,0.399
ENSMUSG00000021206,2.6,0.388,0.535
5730460C07Rik,-9.8,0.387,0.536
Asap1,-2.8,0.387,0.561
Cdk6,-3.1,0.387,0.387
Cldn19,1.4,0.387,0.326
Epc1,-0.6,0.387,0.561
Fkbp4,2.7,0.387,0.394
Gm9996,-6.4,0.387,0.536
Manba,-1.2,0.387,0.394
Nicn1,-3.7,0.387,0.395
Psme4,-1.1,0.387,0.394
Sftpb,2.7,0.387,0.394
Stk11ip,-1.9,0.387,0.387
Tollip,2.4,0.387,0.394
Zfp667,-1.2,0.387,0.561
ENSMUSG00000062501,2.1,0.387,0.536
2210016L21Rik,4,0.386,0.385
2810032G03Rik,1.7,0.386,0.536
Avp,3.1,0.386,0.396
Gm16432,4.1,0.386,0.536
Hpca,1.5,0.386,0.399
Il17rb,0.3,0.386,0.518
Nob1,2.7,0.386,0.396
Olfr1306,1.1,0.386,0.361
Pemt,1.7,0.386,0.536
Rab3a,-1.7,0.386,0.395
Sipa1,3.5,0.386,0.396
Thap1,-1.2,0.386,0.561
C030037F17Rik,2.1,0.385,0.537
Eif2ak3,2.2,0.385,0.389
Herc3,1.4,0.385,0.396
Lca5l,4.3,0.385,0.385
Mospd2,1.3,0.385,0.396
Mysm1,2.7,0.385,0.396
Nrros,2.6,0.385,0.396
Ate1,2.6,0.384,0.397
Bmper,2.6,0.384,0.326
Fgd5,-2.2,0.384,0.396
Gdap2,2.6,0.384,0.397
Gm9112,2,0.384,0.537
Mast3,-4.2,0.384,0.389
Mup13,-0.7,0.384,0.362
Mup16,-0.7,0.384,0.362
Mup19,-0.7,0.384,0.362
Olfr1361,2.6,0.384,0.362
Pnp2,1.1,0.384,0.389
Slc7a14,-1.6,0.384,0.396
Smarca2,1.6,0.384,0.4
Cngb1,2.2,0.383,0.362
Habp4,-0.6,0.383,0.563
Igsf1,0.4,0.383,0.52
Kl,1.5,0.383,0.4
Nptx1,2.3,0.383,0.397
Otud1,-2.6,0.383,0.397
Polr1c,2.6,0.383,0.397
Wfdc17,2.7,0.383,0.537
Ankzf1,1.6,0.382,0.563
Dhrs13,-0.7,0.382,0.386
Ect2l,5.1,0.382,0.397
Fbxw4,-2.9,0.382,0.397
Gm382,1.6,0.382,0.363
Kctd10,2.6,0.382,0.397
Mars,-1,0.382,0.401
Proc,1.1,0.382,0.39
Rab11fip4,-0.9,0.382,0.401
Ubr2,2.6,0.382,0.397
Wdr45b,4.2,0.382,0.386
Zcchc2,-0.3,0.382,0.52
Zscan10,-1.9,0.382,0.563
ENSMUSG00000079254,1.8,0.382,0.397
B3galt6,3.7,0.381,0.398
Hmx1,-0.7,0.381,0.564
Pcdhb20,0.9,0.381,0.327
Pyroxd2,4.2,0.381,0.386
Rps6kb1,-2.8,0.381,0.391
Stx17,-0.9,0.381,0.398
Triap1,2.2,0.381,0.401
Ubtfl1,1.7,0.381,0.363
Zfp637,-3.1,0.381,0.564
Galntl5,-0.8,0.38,0.401
Ptpn6,-2.7,0.38,0.391
Selenoh,6.1,0.38,0.386
Thnsl1,1.6,0.38,0.391
Trav16d-dv11,1.8,0.38,0.54
1700057G04Rik,1.8,0.379,0.363
Flnc,-0.7,0.379,0.402
Gm6489,2.1,0.379,0.54
Hira,1.1,0.379,0.402
Nmral1,1.4,0.379,0.392
Nrm,0.4,0.379,0.522
Olfr1178,1.1,0.379,0.363
Olfr742,1,0.379,0.363
B4galt2,-1.3,0.378,0.393
Ctsq,-2.7,0.378,0.363
Ighv1-63,2.1,0.378,0.541
Kctd19,3,0.378,0.399
Kmt2e,4.2,0.378,0.387
Metap1,2,0.378,0.393
Nipal3,0.6,0.378,0.522
Pycr2,-1.5,0.378,0.393
Sh3bp5l,1.5,0.378,0.387
Zfp688,8.5,0.378,0.566
Fbxo16,-1.3,0.377,0.399
Fhdc1,-1.8,0.377,0.4
Hsf2,-1.2,0.377,0.399
Ighv3-6,-1.3,0.377,0.541
Itm2b,-1.9,0.377,0.4
Oacyl,-0.8,0.377,0.364
Olfr1489,-3.1,0.377,0.364
Snap91,-0.9,0.377,0.387
Timm9,-0.8,0.377,0.399
Chmp6,2.5,0.376,0.399
Git1,1.3,0.376,0.394
Gpr68,-1.9,0.376,0.4
Gsdmc,-5.9,0.376,0.4
Pdcd6,3.6,0.376,0.399
Svs3a,3.2,0.376,0.364
Tmod2,1.6,0.376,0.541
Tmub1,2.5,0.376,0.399
Trim30a,-0.9,0.376,0.399
Cdsn,2.7,0.375,0.542
Cpq,-1.1,0.375,0.4
Gm5065,1.9,0.375,0.542
Igkv7-33,-4,0.375,0.542
Olfr147,2.4,0.375,0.328
Pld4,1.9,0.375,0.4
Prdm2,-2.1,0.375,0.567
Tm9sf4,1.3,0.375,0.4
Cd80,-4.1,0.374,0.395
Gm4952,1.1,0.374,0.364
Psmb3,-0.8,0.374,0.568
Pttg1ip,-0.2,0.374,0.524
S100a8,2.5,0.374,0.4
Sh3pxd2b,5.4,0.374,0.4
ENSMUSG00000039372,2.5,0.373,0.401
A130010J15Rik,4.2,0.373,0.389
Aff3,-1.1,0.373,0.404
Atg12,-1.6,0.373,0.404
Cd52,-0.7,0.373,0.404
Cdc37,-1.6,0.373,0.404
Cdhr4,0.5,0.373,0.525
Chrm1,1.6,0.373,0.396
Dnaja2,-1.6,0.373,0.404
Dpagt1,-1.6,0.373,0.404
Klhl36,6.2,0.373,0.401
Mlh1,3.6,0.373,0.404
Mtbp,-1.6,0.373,0.404
Prss54,2.5,0.373,0.401
Rheb,-1.6,0.373,0.404
Spc24,-1.6,0.373,0.404
Tk1,-1.6,0.373,0.404
Vrk1,-1.6,0.373,0.404
4930563D23Rik,1.1,0.372,0.389
Ccdc151,2.5,0.372,0.402
Dcn,-1,0.372,0.404
Dnajc14,-1.8,0.372,0.401
Klhdc7b,4.2,0.372,0.389
Rpl36-ps3,2.1,0.372,0.543
Rsrp1,4,0.372,0.543
Snap29,2.3,0.372,0.402
Sptan1,1.4,0.372,0.389
Trim67,2.5,0.372,0.401
Abhd17a,-0.7,0.371,0.404
Btnl2,-0.5,0.371,0.329
Cdc20b,3.1,0.371,0.329
Chfr,2.5,0.371,0.404
Fbxo7,5.3,0.371,0.401
Fgf8,3.1,0.371,0.401
Gm6625,-1,0.371,0.544
Hist2h2aa1,-0.8,0.371,0.569
Hist2h2aa2,-0.8,0.371,0.569
Ighv9-4,-1,0.371,0.544
Kcnk13,1.8,0.371,0.544
Map3k6,-2.3,0.371,0.397
Olfr1277,1.8,0.371,0.365
Ptpn11,-6.2,0.371,0.397
Vmn1r-ps123,2.6,0.371,0.544
Abcg5,0.9,0.37,0.329
Abi3,2.2,0.37,0.329
Cox10,2.4,0.37,0.404
Idh3g,-4.4,0.37,0.397
Ighv1-5,1.8,0.37,0.545
Pgap1,2.7,0.37,0.404
S1pr5,-0.3,0.37,0.526
Serpinb5,3.5,0.37,0.39
Acsf3,4.6,0.369,0.403
BC049715,1.6,0.369,0.39
Bhlha15,2.4,0.369,0.403
Enam,1.7,0.369,0.33
Gars,2.4,0.369,0.398
Gsto2,1.3,0.369,0.398
Hmgn1,1.4,0.369,0.403
Klhdc2,-1.9,0.369,0.39
Ogfod2,-2.6,0.369,0.398
Paqr8,-2.2,0.369,0.404
Pcbd2,2.5,0.369,0.404
Pgm2l1,4.2,0.369,0.39
Terf2ip,1.7,0.369,0.57
Xpnpep1,-0.9,0.369,0.403
Zfhx2,1.3,0.369,0.57
Zfp970,-0.8,0.369,0.57
Zfy1,2.4,0.369,0.366
ENSMUSG00000073623,-5.7,0.369,0.545
ENSMUSG00000090340,-0.8,0.369,0.545
Cux2,-0.7,0.368,0.571
Gtf2h5,-0.8,0.368,0.406
Krtap19-5,-0.7,0.368,0.545
Lefty2,4.1,0.368,0.403
Nnt,2,0.368,0.545
Rab11fip1,-0.7,0.368,0.405
Uck1,0.9,0.368,0.406
ENSMUSG00000075096,1.2,0.368,0.366
Cbl,-0.9,0.367,0.406
Clec10a,2.4,0.367,0.403
Cyp20a1,2.4,0.367,0.405
Dio3,-2.1,0.367,0.403
Fam227b,-1.2,0.367,0.391
Gtpbp8,-7.1,0.367,0.405
Olfr701,-0.4,0.367,0.528
Parn,1.6,0.367,0.572
Rgs18,-0.7,0.367,0.391
Zfp606,0.8,0.367,0.572
Bhlhe41,3.6,0.366,0.366
F2rl3,0.4,0.366,0.528
Fbl,1.9,0.366,0.572
Fbxl3,1.3,0.366,0.404
Ormdl3,-1.2,0.366,0.404
Psen2,2.1,0.366,0.404
Stam,4.1,0.366,0.392
Ywhah,0.9,0.366,0.407
Zfand1,1.2,0.366,0.33
Cyb561a3,-0.2,0.365,0.529
Gabrg2,-0.7,0.365,0.4
Nxph4,-0.9,0.365,0.393
Rexo4,-0.7,0.365,0.573
Rfx8,-0.9,0.365,0.573
Rims3,1.8,0.365,0.406
Scgb1c1,3.6,0.365,0.367
Tsc22d4,1.5,0.365,0.407
Adam8,1.7,0.364,0.405
Btg4,-1,0.364,0.407
Ccl8,3.6,0.364,0.405
Cfap206,3.1,0.364,0.331
Cnn3,2.4,0.364,0.405
Gm10382,2.6,0.364,0.547
Kcnh8,-1.2,0.364,0.573
Nmb,-1.3,0.364,0.393
Ptbp2,-1,0.364,0.573
Rpl14,-3.8,0.364,0.407
Stk32c,2.1,0.364,0.401
Ccdc15,2.3,0.363,0.393
Cmc4,2.5,0.363,0.407
Gm21732,3.3,0.363,0.547
Iqce,-0.8,0.363,0.407
Tmem106a,2.4,0.363,0.53
Zbtb33,3.4,0.363,0.574
Zmynd8,-6.6,0.363,0.402
Apmap,2,0.362,0.408
BC117090,-1.1,0.362,0.367
Col2a1,-4.8,0.362,0.402
Egr1,-2.8,0.362,0.574
Fra10ac1,0.9,0.362,0.393
Gm5449,-1.4,0.362,0.547
Htr7,-3.5,0.362,0.402
Igkv4-69,1.6,0.362,0.547
Serpinc1,1.7,0.362,0.402
Zap70,1.8,0.362,0.402
Zcchc11,-0.6,0.362,0.574
Eef1a2,1.9,0.361,0.409
Ggn,-0.9,0.361,0.406
Gm17175,-1,0.361,0.548
Il3,-1.1,0.361,0.368
Kdelc2,-1.2,0.361,0.406
Ptbp3,2.5,0.361,0.548
Slc36a1,2,0.361,0.403
Ttc1,5,0.361,0.406
Ubxn8,3.4,0.361,0.394
Aar2,1.5,0.36,0.394
Aida,1.5,0.36,0.394
Amn1,4.1,0.36,0.394
Gabarapl1,2.3,0.36,0.406
Olfr1264,1.1,0.36,0.368
Rps19bp1,1.6,0.36,0.575
Slc41a2,2.3,0.36,0.531
Vmn1r27,3.2,0.36,0.368
ENSMUSG00000050379,-0.7,0.359,0.409
Ctnnbip1,-1.4,0.359,0.576
Foxm1,-1.1,0.359,0.576
Hdgfl3,0.4,0.359,0.532
Orm3,-0.6,0.359,0.368
Taf4,-0.7,0.359,0.576
Bend3,4.1,0.358,0.395
D930028M14Rik,2.1,0.358,0.549
Glod5,4.1,0.358,0.395
Gm8369,-9.8,0.358,0.549
Olfr303,1.5,0.358,0.368
Spem2,3.1,0.358,0.333
Svs6,-0.9,0.358,0.395
Tgoln1,-0.7,0.358,0.41
Ubl3,2.2,0.358,0.407
Ugt1a9,2.4,0.358,0.405
Zfyve27,-1,0.358,0.532
Csrp3,-1.4,0.357,0.411
Gm6460,-1,0.357,0.368
Hspa1l,3.5,0.357,0.407
Lgi1,1.8,0.357,0.41
Mul1,3.2,0.357,0.407
Orai3,-0.2,0.357,0.533
Pip5kl1,1.3,0.357,0.405
Rnf170,1.6,0.357,0.407
Sla2,-7.1,0.357,0.411
Stap1,-3.1,0.357,0.411
A430005L14Rik,1.7,0.356,0.395
Actrt2,-4.5,0.356,0.411
Crygn,2.3,0.356,0.408
Klk1b1,-0.7,0.356,0.41
L3mbtl1,3.1,0.356,0.406
Nipal1,2.5,0.356,0.334
Olfr444,-0.5,0.356,0.334
Prss45,2.3,0.356,0.408
Rhoq,2.3,0.356,0.408
Slco6d1,3.5,0.356,0.369
Tmtc4,1.5,0.356,0.533
Ube2i,3.6,0.356,0.41
Wt1,1.1,0.356,0.41
4930447C04Rik,-1.8,0.355,0.578
Arhgef38,3.5,0.355,0.369
Bcl2l12,2.9,0.355,0.411
Exosc2,-1.1,0.355,0.578
Fbxl20,-0.9,0.355,0.411
Garnl3,1.1,0.355,0.411
Gm5160,-1.1,0.355,0.55
Gm6430,2,0.355,0.55
Kctd17,2.2,0.355,0.408
Psma6,-0.9,0.355,0.578
Rnf217,2.3,0.355,0.408
Trim62,2.3,0.355,0.408
Figla,1.1,0.354,0.578
Hist1h1d,2.3,0.354,0.409
Kmt2c,3.3,0.354,0.396
Pik3ip1,2.3,0.354,0.409
Plbd1,1.6,0.354,0.412
Selenop,5.3,0.354,0.409
Snph,-3.3,0.354,0.412
Tpte,-1.2,0.354,0.407
Vwa5a,1.1,0.354,0.411
Cd300ld2,-1,0.353,0.551
Cdh5,2,0.353,0.408
Dpy19l4,0.5,0.353,0.535
Lmtk3,-1.7,0.353,0.408
Plekhg3,-0.6,0.353,0.413
Acvrl1,-0.7,0.352,0.409
Eefsec,-6.9,0.352,0.413
Elane,1.6,0.352,0.409
Gata5,-0.7,0.352,0.58
Hhat,2.4,0.352,0.413
Jmjd1c,10.1,0.352,0.58
Prex1,-2.1,0.352,0.58
Stac,4,0.352,0.397
2410131K14Rik,2.4,0.351,0.414
4933440M02Rik,-2.6,0.351,0.551
Bicdl2,-0.7,0.351,0.335
Catsper2,2.3,0.351,0.41
Cyp2c70,1.4,0.351,0.37
Dnajc12,3.3,0.351,0.41
Eif1a,-0.8,0.351,0.58
Gc,1.3,0.351,0.41
Itga6,1.2,0.351,0.41
Prnp,-1.1,0.351,0.409
Ranbp3,-6.7,0.351,0.414
Zfp965,1.7,0.351,0.398
ENSMUSG00000096115,2.2,0.351,0.536
Acpp,-4,0.35,0.41
Bahcc1,1.3,0.35,0.398
Bpifa3,-1.1,0.35,0.41
Dzip3,4.7,0.35,0.41
Eea1,-2,0.35,0.41
Hcrt,-0.9,0.35,0.41
Izumo1,0.4,0.35,0.537
Plekhf2,3.8,0.35,0.41
Saysd1,-2.7,0.35,0.415
Stk31,-3.7,0.35,0.41
Tro,-0.8,0.35,0.335
Ercc6l2,1.5,0.349,0.581
Fam151b,1.4,0.349,0.398
Ghitm,-5,0.349,0.415
Hist3h2ba,4.5,0.349,0.581
Nme3,-5.4,0.349,0.41
Olfr988,1.2,0.349,0.371
Pced1b,6.6,0.349,0.398
Pomt1,-0.8,0.349,0.415
Sohlh1,-1.1,0.349,0.581
Thoc2,2.5,0.349,0.581
Cbr4,-0.8,0.348,0.416
Csn3,2.5,0.348,0.336
Epha5,3.8,0.348,0.411
Ergic1,1.3,0.348,0.411
Fkbp1b,2.2,0.348,0.411
Gm6465,2,0.348,0.552
Gm9803,-1,0.348,0.552
Klhdc8b,2.4,0.348,0.398
Arhgef15,-3.3,0.347,0.416
Cdk14,-3.8,0.347,0.412
Hnf1b,2.5,0.347,0.414
Mapkapk3,1.7,0.347,0.412
Mrpl13,2.1,0.347,0.416
Pa2g4,-1.1,0.347,0.414
Pcsk4,1.8,0.347,0.412
Sgsh,-0.8,0.347,0.582
Tmem52b,3.1,0.347,0.336
Afap1,3.1,0.346,0.399
Cdk11b,-1,0.346,0.412
Dalrd3,2.2,0.346,0.412
Gpat4,2.6,0.346,0.412
Mthfs,4.2,0.346,0.417
Nfkbil1,1.9,0.346,0.583
6430573F11Rik,0.8,0.345,0.337
Bnip3,-1.2,0.345,0.415
Gm3238,1,0.345,0.337
Gm5941,-9.3,0.345,0.553
Lao1,3.5,0.345,0.371
Lrrn2,0.3,0.345,0.539
Man1a2,-1.2,0.345,0.413
Olfr555,-0.7,0.345,0.371
Pygm,-0.6,0.345,0.413
Rhobtb2,-1,0.345,0.413
Tfcp2,-0.8,0.345,0.415
V1rd19,-6.9,0.345,0.371
ENSMUSG00000019769,-3.1,0.345,0.413
ENSMUSG00000068924,-4.3,0.345,0.553
Adra1b,-0.8,0.344,0.414
Cdx1,2.2,0.344,0.584
Elf1,-5.5,0.344,0.415
Entpd7,-0.8,0.344,0.413
Il23a,-0.9,0.344,0.4
Net1,-1.6,0.344,0.418
Pcdhb7,1.9,0.344,0.372
Ppp1r26,-1.4,0.344,0.4
S1pr4,-3.5,0.344,0.418
Sass6,2.9,0.344,0.415
Snrnp35,-0.9,0.344,0.584
Srek1,2.3,0.344,0.418
Tlk1,-3,0.344,0.414
Trappc6a,-0.9,0.344,0.414
ENSMUSG00000055951,1.7,0.344,0.413
Agxt,-3.4,0.343,0.414
Cacnb3,1,0.343,0.414
Gm11696,-3.8,0.343,0.554
Gm17416,-5.2,0.343,0.554
Gm9869,-1.4,0.343,0.554
Gm9920,-1.4,0.343,0.554
Gm9949,-1.4,0.343,0.554
Ighv8-6,-1.4,0.343,0.554
Igkv1-122,-1.4,0.343,0.554
Ltc4s,1.8,0.343,0.414
Morn3,2.3,0.343,0.4
Mrpl57,-1.4,0.343,0.554
Olfr1085,-1.4,0.343,0.554
Six4,5.2,0.343,0.414
Teddm1a,-1.4,0.343,0.554
Tmem167,-1.4,0.343,0.554
Vmn2r58,-1.4,0.343,0.554
Ybx2,2.1,0.343,0.419
ENSMUSG00000094900,-1.4,0.343,0.554
Abca17,1.2,0.342,0.372
AW011738,2.5,0.342,0.554
Bhmt,1.9,0.342,0.415
Dcdc2a,-1,0.342,0.585
Gm5444,-9.6,0.342,0.554
Golph3l,2.3,0.342,0.401
Htr2a,1.3,0.342,0.415
Nat8,4.2,0.342,0.419
Selenow,-1.2,0.342,0.414
Tmem201,5.9,0.342,0.401
Bco2,2,0.341,0.42
Hspa2,1.7,0.341,0.416
Lrpap1,1.7,0.341,0.415
Wdr90,2.1,0.341,0.541
1700025C18Rik,1.7,0.34,0.555
Atad5,3.9,0.34,0.402
Inpp5e,-1.1,0.34,0.416
Klf8,-1.5,0.34,0.586
Thumpd1,-3.1,0.34,0.586
Tmem221,2.9,0.34,0.338
Zdhhc18,0.5,0.34,0.542
Ankrd12,1.4,0.339,0.402
Chrna5,-0.7,0.339,0.417
Cib2,-0.7,0.339,0.417
Evpl,1,0.339,0.421
Gm6880,3.2,0.339,0.373
Phtf2,-7.1,0.339,0.421
Uimc1,2.2,0.339,0.415
2310061N02Rik,4.1,0.338,0.373
Cyp19a1,1,0.338,0.417
Igkv4-70,2,0.338,0.556
Mrps33,2.3,0.338,0.422
Neu4,-0.9,0.338,0.416
Nfe2l1,-3.3,0.338,0.417
Pptc7,0.8,0.338,0.417
Aamdc,1.3,0.337,0.403
Cntnap5c,0.8,0.337,0.374
Dbx1,0.8,0.337,0.588
Gm10778,-1,0.337,0.374
Paip2,0.7,0.337,0.588
Rin3,-3.3,0.337,0.422
ENSMUSG00000057612,-1,0.337,0.374
ENSMUSG00000093764,-1,0.337,0.374
1700013F07Rik,-0.7,0.336,0.339
Ankrd63,5.1,0.336,0.404
Col28a1,-0.6,0.336,0.339
Il13ra1,-0.6,0.336,0.544
Leo1,-0.8,0.336,0.589
Necap1,2.1,0.336,0.417
Npy1r,1.3,0.336,0.339
Nsg2,3,0.336,0.404
Pdha1,-2.9,0.336,0.419
Pias4,-1.2,0.336,0.417
Vstm2b,-0.7,0.336,0.339
ENSMUSG00000096603,3.9,0.336,0.404
Acot11,-3.9,0.335,0.423
Dpysl2,3.1,0.335,0.423
Limk1,-0.7,0.335,0.419
Nmur2,1.9,0.335,0.34
Npsr1,-0.5,0.335,0.419
Olfr152,1.5,0.335,0.34
Phospho2,-0.6,0.335,0.419
Qrich2,4.7,0.335,0.404
Setdb2,-1.9,0.335,0.589
Stx16,2,0.335,0.423
Dtna,1.3,0.334,0.34
Eif3j2,1.9,0.334,0.59
Krt6a,1.2,0.334,0.424
Nkg7,0.3,0.334,0.545
Pitpnb,1.4,0.334,0.418
Rab18,2.1,0.334,0.418
Sod1,3.8,0.334,0.405
Zfp771,-2,0.334,0.59
ENSMUSG00000058923,1.6,0.334,0.375
2210408I21Rik,3.8,0.333,0.405
Atp5k,-0.6,0.333,0.375
Casp14,2.1,0.333,0.418
Dmrta2,-1.9,0.333,0.59
Fam53a,2.5,0.333,0.405
Gm6685,-1,0.333,0.558
Ighv1-42,-1,0.333,0.558
Map2k6,-2.6,0.333,0.59
Nsrp1,0.4,0.333,0.546
Olfr313,1.2,0.333,0.375
Slc35e4,-0.3,0.333,0.546
Trbv31,1.4,0.333,0.558
Ttc9b,2.1,0.333,0.418
Zfp703,-0.7,0.333,0.59
ENSMUSG00000054032,-1,0.333,0.558
2610028H24Rik,2.1,0.332,0.376
Bckdhb,2.3,0.332,0.425
Clmp,1.2,0.332,0.341
Cnot7,2.3,0.332,0.559
Col4a6,-0.9,0.332,0.42
Edem3,4,0.332,0.419
Fam45a,5.2,0.332,0.419
Fyb,2.5,0.332,0.42
Glis2,-0.6,0.332,0.591
Ighv1-24,2.4,0.332,0.559
Malsu1,-1.3,0.332,0.425
Olfr653,3.4,0.332,0.376
Olfr923,-1.1,0.332,0.559
Plekha6,1.4,0.332,0.376
Slc23a1,-1.1,0.332,0.406
Bdh1,-2.6,0.331,0.422
Ehd4,2.1,0.331,0.419
Filip1,0.9,0.331,0.341
Jak3,-0.8,0.331,0.422
Ncam1,-0.7,0.331,0.42
Ptgir,1.1,0.331,0.422
Ptprh,3,0.331,0.422
Trp53inp1,-0.7,0.331,0.42
Atg16l1,2.1,0.33,0.42
Baiap3,-1.2,0.33,0.427
Bbip1,3.7,0.33,0.406
Gipc2,1,0.33,0.341
Gm2840,1.1,0.33,0.56
Klrd1,1.9,0.33,0.341
Lctl,-0.9,0.33,0.423
Lingo3,0.4,0.33,0.547
Pgm5,3.1,0.33,0.42
Psapl1,0.9,0.33,0.341
Skor2,1.5,0.33,0.592
Sostdc1,1.5,0.33,0.341
Tnfrsf13c,0.4,0.33,0.547
1700019D03Rik,3.7,0.329,0.407
Cib4,2.7,0.329,0.342
Fam46b,-1.2,0.329,0.407
Gsc,4,0.329,0.592
Smcp,-0.9,0.329,0.561
Ss18l2,1.9,0.329,0.592
Zfp839,-1.4,0.329,0.592
Atp6v1c1,2.3,0.328,0.424
Cdk15,-0.9,0.328,0.424
Dusp18,-1.8,0.328,0.424
Gtf2i,1.7,0.328,0.593
Slc44a2,-0.2,0.328,0.548
Smarcb1,3.8,0.328,0.407
Snx32,-0.9,0.328,0.421
Trim6,2.1,0.328,0.421
Ankrd13d,1.3,0.327,0.421
Anks3,1.4,0.327,0.593
Atad2b,-1.3,0.327,0.407
Cacng3,0.5,0.327,0.342
Nphs2,-4,0.327,0.428
Nptxr,2.8,0.326,0.407
Pcyox1l,4.3,0.326,0.407
Prelid2,-4.4,0.326,0.429
Rccd1,1.2,0.326,0.407
Birc7,-0.8,0.325,0.422
Daam1,2.3,0.325,0.43
Gm12830,1.9,0.325,0.562
Kif4,2.1,0.325,0.422
Lrrc4b,0.2,0.325,0.55
Map3k5,-0.7,0.325,0.594
Mpnd,1.6,0.325,0.422
Myo5c,2.1,0.325,0.422
Olig3,-2.1,0.325,0.594
Tex19.2,2.6,0.325,0.408
Ubqln2,-0.8,0.325,0.422
Wdr35,3.6,0.325,0.408
Zscan26,3,0.325,0.408
2010106E10Rik,2.2,0.324,0.378
Fam160a1,2.5,0.324,0.409
Nppb,4.1,0.324,0.378
Olfr935,-0.2,0.324,0.551
Parp16,-0.6,0.324,0.551
Pnpla8,0.9,0.324,0.43
Ptdss2,-1.3,0.324,0.427
Serpinb1a,2.5,0.324,0.409
Slc15a2,1.8,0.324,0.422
Slc27a3,1.9,0.324,0.595
Tpx2,2.5,0.324,0.409
C1ql4,1.6,0.323,0.409
Clcnka,1.8,0.323,0.551
Cypt3,1.7,0.323,0.563
Fam50a,2.7,0.323,0.409
Gm13178,1.1,0.323,0.378
Map7d1,2.6,0.323,0.409
Slc22a12,2.7,0.323,0.409
Slfn2,-1.1,0.323,0.409
Snap23,2.5,0.323,0.409
Sox17,-1.1,0.323,0.409
Zfp759,-6.1,0.323,0.563
0610037L13Rik,2.7,0.322,0.411
Acvr1,3.5,0.322,0.428
Ankmy2,3,0.322,0.411
C8a,-0.8,0.322,0.431
Clint1,1.5,0.322,0.431
Cpne7,2.1,0.322,0.423
Fam229b,3.5,0.322,0.411
Fn3k,0.9,0.322,0.428
Gbp7,2.5,0.322,0.344
Kbtbd7,2,0.322,0.423
Nr1i2,0.9,0.322,0.428
Olfr893,1.8,0.322,0.378
Plin5,3.1,0.322,0.411
S100a6,1.3,0.322,0.423
Snx6,3.2,0.322,0.411
Tmem205,-1.5,0.322,0.423
Tmem37,1.8,0.322,0.344
Tmem60,2.1,0.322,0.552
Ubqln5,3.4,0.322,0.378
Wwc2,-0.8,0.322,0.411
Zfp74,7.7,0.322,0.596
Anks1,2.6,0.321,0.412
Bzw1,3.4,0.321,0.412
Clec7a,-0.7,0.321,0.344
D17Wsu92e,1.3,0.321,0.412
Gm5225,3.9,0.321,0.564
Tmem94,0.6,0.321,0.552
Zc3h10,-1.2,0.321,0.596
Zic2,-0.8,0.321,0.424
ENSMUSG00000062285,1.8,0.321,0.344
C1qtnf5,2.7,0.32,0.412
Htt,2,0.32,0.424
Kmt2d,3.3,0.32,0.412
Mettl27,2.8,0.32,0.412
Mettl9,3.2,0.32,0.412
Nek8,-2.4,0.32,0.429
Ppp4r4,-0.6,0.32,0.425
Srpk1,2.8,0.32,0.412
ENSMUSG00000096581,2.5,0.32,0.425
Cisd3,-6.3,0.319,0.433
Evi5l,1.5,0.319,0.38
Fam20a,-1.4,0.319,0.433
Itm2c,1.7,0.319,0.553
Prcd,2.4,0.319,0.565
Snap47,3.4,0.319,0.413
Ttc30a1,5.9,0.319,0.413
Usp14,4.2,0.319,0.424
Vopp1,3.1,0.319,0.433
Vsx2,4.2,0.319,0.424
Apobec3,2.1,0.318,0.598
Bbs7,3,0.318,0.414
Eif1b,-2.4,0.318,0.598
Gm26920,3.9,0.318,0.565
Gstt1,1.1,0.318,0.38
Kbtbd4,-1.1,0.318,0.425
Ndufaf2,2,0.318,0.425
Nts,-1.1,0.318,0.434
Renbp,-4.1,0.318,0.431
Rps6ka5,1.1,0.318,0.431
Usp6nl,3.3,0.318,0.414
Fam71f2,2.4,0.317,0.415
Heatr5b,-1.1,0.317,0.415
Il21r,1.8,0.317,0.426
Lcmt2,1.2,0.317,0.431
Lrrc34,2,0.317,0.427
Med1,-1.1,0.317,0.431
Msn,1.3,0.317,0.426
Nenf,2.4,0.317,0.415
Olfr1176,-0.9,0.317,0.566
Rabl6,2.3,0.317,0.415
Tgif2,0.9,0.317,0.599
Vmn2r-ps130,-1,0.317,0.566
Cited1,1.3,0.316,0.599
Cox16,-2.5,0.316,0.435
Frs3,3.3,0.316,0.415
Klrg1,-0.2,0.316,0.555
Ppp1r32,-1.1,0.316,0.415
Fam78a,2.4,0.315,0.416
Gm10010,1.4,0.315,0.568
Gm20662,-0.8,0.315,0.568
Mettl21a,1,0.315,0.556
Mtmr4,-1.2,0.315,0.433
Ncor2,2.4,0.315,0.416
Tlr4,3,0.315,0.426
Vmn2r5,2.3,0.315,0.568
Arhgap32,-2.7,0.314,0.436
Prkcq,-4.3,0.314,0.433
Sdcbp,-5.6,0.314,0.436
Snx13,5.1,0.314,0.428
Tiparp,-1.1,0.314,0.6
Vmn2r89,-0.7,0.314,0.427
Zfp953,2.9,0.314,0.569
ENSMUSG00000099122,2.9,0.314,0.569
Armc6,1.4,0.313,0.427
Dhrs1,1.5,0.313,0.429
Esp24,-1,0.313,0.569
