Gene_ID,Castle_Effect,Castle_Score,P_value
Cbln3,1.8,0.17,0.344
Cpsf4l,0.8,0.17,0.64
Ctgf,0.8,0.17,0.387
Dctn3,-0.7,0.17,0.387
Gm12184,-0.8,0.17,0.508
Napsa,1.2,0.17,0.462
Pcmt1,-0.6,0.17,0.302
Ppp1r1c,0.7,0.17,0.514
Rcor2,0.8,0.17,0.64
Rdx,-1.8,0.17,0.514
Sirt6,0.8,0.17,0.64
Srsf3,1.4,0.17,0.462
Tceal1,-0.6,0.17,0.64
Tssk2,2.4,0.17,0.387
Zfp84,2,0.17,0.64
Bpifb1,-0.7,0.169,0.56
Cyb5rl,-0.7,0.169,0.344
Cyp2d10,0.8,0.169,0.303
D5Ertd615e,2.5,0.169,0.508
Dnajc2,1.9,0.169,0.388
Fam89a,-0.7,0.169,0.344
Fetub,1.4,0.169,0.462
Gabbr1,1.2,0.169,0.515
Gimap9,1,0.169,0.303
Igkv8-27,-1.3,0.169,0.508
Maged1,-1.3,0.169,0.641
Rab34,2.9,0.169,0.56
S100a6,1.9,0.169,0.462
Setd4,2.1,0.169,0.344
Tmem263,-2.8,0.169,0.508
Tspan4,-0.2,0.169,0.642
Ttc19,1.3,0.169,0.56
ENSMUSG00000063242,-0.6,0.169,0.641
ENSMUSG00000079254,1.5,0.169,0.56
Abca16,1.4,0.168,0.303
Arhgap12,-0.6,0.168,0.463
Ccdc106,-0.7,0.168,0.345
F13b,0.9,0.168,0.317
Hcn1,1.7,0.168,0.317
Hes5,2.2,0.168,0.641
Lrrc28,-0.7,0.168,0.345
Mfsd4a,-0.8,0.168,0.643
Mrm2,-7.1,0.168,0.561
Mrpl28,5.4,0.168,0.561
Pou2f3,0.7,0.168,0.641
Rbm33,-0.9,0.168,0.303
Rgs16,-0.7,0.168,0.561
Rgs3,-0.8,0.168,0.561
Sctr,-1.8,0.168,0.516
Trav12-1,-2.4,0.168,0.509
Vmn1r8,-0.7,0.168,0.303
ENSMUSG00000096315,-0.9,0.168,0.303
Cd82,0.2,0.167,0.644
Cyp2b19,1.9,0.167,0.303
Eef1akmt2,-0.6,0.167,0.389
Fbxl18,1,0.167,0.389
Iltifb,-0.5,0.167,0.317
Myh8,0.9,0.167,0.562
Pikfyve,-0.9,0.167,0.517
Rnpepl1,1.4,0.167,0.463
Sct,1.1,0.167,0.463
Tlr8,0.9,0.167,0.517
Vcam1,-0.5,0.167,0.389
Zc3h7b,1.9,0.167,0.463
Dclk1,0.8,0.166,0.517
Dut,-7.1,0.166,0.517
Foxi1,1.6,0.166,0.39
Lipo3,1.2,0.166,0.304
Mc3r,-0.8,0.166,0.318
Olfr1312,-0.7,0.166,0.304
Rps6kb1,-3.5,0.166,0.517
Sox11,1.3,0.166,0.346
Sox3,2.4,0.166,0.346
Vopp1,-1.2,0.166,0.562
Atp8b5,-0.9,0.165,0.304
B3galt2,-1.7,0.165,0.644
Cyb5r4,4,0.165,0.563
Donson,1.8,0.165,0.347
Gm12253,1,0.165,0.304
Gp5,-0.6,0.165,0.645
Hsph1,1.2,0.165,0.464
Ighv1-72,1,0.165,0.511
Mapk8ip3,2.5,0.165,0.563
Nkx2-6,1.1,0.165,0.644
Slco4c1,-0.2,0.165,0.645
Taar6,1.5,0.165,0.318
Aldh4a1,-1,0.164,0.519
Ctc1,1.3,0.164,0.347
Hps3,-0.7,0.164,0.347
Kif2a,1,0.164,0.391
Mybpc3,-6.7,0.164,0.564
Pgm5,1.2,0.164,0.465
Prm2,-4.2,0.164,0.512
Slurp1,0.8,0.164,0.319
Sssca1,1.1,0.164,0.391
Syce2,6.7,0.164,0.347
Tdgf1,-0.6,0.164,0.391
Tmtc3,1.4,0.164,0.465
Zfp219,0.7,0.164,0.644
Ackr2,0.1,0.163,0.647
Amigo1,-0.5,0.163,0.647
Defb45,1.1,0.163,0.305
Glra4,1.4,0.163,0.465
H6pd,-0.7,0.163,0.52
Imp3,2.5,0.163,0.565
Larp1,4.8,0.163,0.645
Lipm,-0.7,0.163,0.565
Noa1,1.8,0.163,0.565
Polr3e,-1.4,0.163,0.645
ENSMUSG00000090262,1,0.163,0.465
4930562F07Rik,1.3,0.162,0.513
Akap17b,0.9,0.162,0.305
Ddx41,-1.5,0.162,0.646
Eif3l,-1.3,0.162,0.646
Fgf22,0.8,0.162,0.646
Gtf2ird1,-0.8,0.162,0.646
Lemd2,-0.5,0.162,0.647
Mylpf,-0.6,0.162,0.565
Ndufs4,-0.8,0.162,0.521
Nudt7,1,0.162,0.466
Prlhr,1.6,0.162,0.32
Sipa1l3,0.9,0.162,0.349
Slc48a1,-0.2,0.162,0.647
Akt1s1,1.7,0.161,0.35
Axdnd1,2.5,0.161,0.35
Chst5,1,0.161,0.393
Entpd4b,1.1,0.161,0.467
Fam213b,0.6,0.161,0.35
Igkv6-32,2.8,0.161,0.514
Lrp11,-0.7,0.161,0.566
Olfr1028,1.3,0.161,0.321
Stc2,-0.7,0.161,0.35
Treml2,0.2,0.161,0.648
Uhrf2,-0.6,0.161,0.393
Zfpl1,1.4,0.161,0.467
Armc10,-5.3,0.16,0.567
Atg4d,1.1,0.16,0.467
Cenpj,-0.8,0.16,0.394
Fto,1.2,0.16,0.648
Gm10132,-3.9,0.16,0.515
Gm17654,1.8,0.16,0.306
Gm3072,1.8,0.16,0.306
H2afb1,-0.8,0.16,0.351
Kctd11,1.2,0.16,0.394
Lrrtm3,-0.5,0.16,0.321
Mtm1,-2.7,0.16,0.522
Mup3,1.5,0.16,0.306
Naaladl1,1.4,0.16,0.467
Nmur2,0.9,0.16,0.321
Olfr570,1.3,0.16,0.306
P4ha2,-0.8,0.16,0.522
Resp18,1.1,0.16,0.567
Thy1,-0.6,0.16,0.394
Abcf2,1.4,0.159,0.568
Capn2,1.4,0.159,0.468
Cpsf7,-0.5,0.159,0.649
Dpp10,-0.8,0.159,0.394
Fst,-1,0.159,0.523
Lfng,0.8,0.159,0.394
Mageb16,0.9,0.159,0.322
Ppp4r3a,1.2,0.159,0.394
Rbp2,1.9,0.159,0.568
Sema4g,1.3,0.159,0.649
Tas2r104,0.7,0.159,0.307
Tnik,-1.3,0.159,0.523
Trp53i11,-0.8,0.159,0.468
Vmn1r231,-0.8,0.159,0.516
Zfx,-1.5,0.159,0.649
ENSMUSG00000079102,1.9,0.159,0.394
1110065P20Rik,-1,0.158,0.517
4933409G03Rik,1.1,0.158,0.517
AI481877,-1,0.158,0.352
Ankrd9,-1,0.158,0.352
Antxr2,-0.8,0.158,0.468
Becn1,-0.8,0.158,0.468
Capn12,1.8,0.158,0.468
Casp1,0.9,0.158,0.395
Cbx6,-0.8,0.158,0.468
Ccdc153,-1,0.158,0.352
Cttn,-0.8,0.158,0.468
Efhd2,-0.8,0.158,0.524
Fgf11,-1,0.158,0.352
Fmc1,-0.6,0.158,0.468
Gata6,1.2,0.158,0.395
Gm10643,-2.7,0.158,0.517
Gpn3,-1,0.158,0.352
Hoxc12,1,0.158,0.649
Icosl,-1,0.158,0.352
Kctd21,-0.8,0.158,0.468
Krt78,-0.8,0.158,0.468
Leng8,-1,0.158,0.352
Lhpp,-2.6,0.158,0.524
Lsm12,-1,0.158,0.352
Lsm14b,-0.8,0.158,0.468
Manea,-1,0.158,0.352
Me3,-1.7,0.158,0.524
Miga1,-0.3,0.158,0.65
Ncstn,-0.8,0.158,0.468
Nudcd1,-0.6,0.158,0.468
Olfr1263,-1,0.158,0.352
Pax6,1.5,0.158,0.468
Pax8,0.8,0.158,0.395
Rnf149,-0.8,0.158,0.468
Rnf222,-0.8,0.158,0.468
Rsph3b,-1,0.158,0.352
Scaf11,-0.8,0.158,0.468
Slamf1,0.1,0.158,0.65
Slc6a2,-1,0.158,0.352
Slc7a6os,-1,0.158,0.352
Smarcc1,-1,0.158,0.352
Supt6,-1,0.158,0.352
Susd6,-0.8,0.158,0.65
Syn1,-1,0.158,0.352
Thoc7,-1,0.158,0.352
Trbv31,1,0.158,0.517
Ttc21a,-1,0.158,0.352
ENSMUSG00000094671,-0.7,0.158,0.517
Aifm2,1,0.157,0.396
Amotl2,1.3,0.157,0.57
AW554918,3.2,0.157,0.352
Cd48,-0.6,0.157,0.57
Clstn3,-0.3,0.157,0.651
Cpne2,-5.4,0.157,0.57
Crip3,6.2,0.157,0.352
Maea,-0.7,0.157,0.396
Map2k1,-1.8,0.157,0.65
Olfr476,1,0.157,0.518
Olfr952,-0.4,0.157,0.307
Rex2,-1.3,0.157,0.65
Rhox2a,-0.6,0.157,0.307
Rhox2e,-0.6,0.157,0.307
Rrp15,3.6,0.157,0.57
Smim15,0.2,0.157,0.651
Zbtb1,2.7,0.157,0.65
9130008F23Rik,1.5,0.156,0.353
Akna,-0.7,0.156,0.651
Akr1c18,1.4,0.156,0.397
C1ra,-1.6,0.156,0.526
Eno2,-0.9,0.156,0.397
Fam193a,0.9,0.156,0.353
Gm10134,-1,0.156,0.518
H2-M5,0.8,0.156,0.309
Hsdl2,-1,0.156,0.518
Ighv1-37,-1,0.156,0.518
Klrk1,-0.8,0.156,0.651
Lypd6,-0.6,0.156,0.324
Olfr284,1.1,0.156,0.309
Piga,-1.4,0.156,0.526
Ppp1r10,1.8,0.156,0.526
Prickle2,1.3,0.156,0.324
Rell2,-0.7,0.156,0.651
Sh3d21,1.8,0.156,0.353
Thnsl1,0.9,0.156,0.526
Trav7-2,-2.7,0.156,0.518
Trbv17,-1,0.156,0.518
ENSMUSG00000040502,0.9,0.155,0.471
Abcf1,-7.3,0.155,0.571
Acod1,0.8,0.155,0.325
Art2a-ps,-0.6,0.155,0.519
Capza3,-0.7,0.155,0.571
Cdc42bpg,1.9,0.155,0.527
Csnk2a2,0.6,0.155,0.527
Fndc5,-0.9,0.155,0.652
Gm4862,-0.8,0.155,0.519
Gsx2,1,0.155,0.652
Hebp2,-0.6,0.155,0.571
Hist1h4f,-1.2,0.155,0.652
Ick,0.8,0.155,0.527
Mbtps1,1.5,0.155,0.519
Ms4a10,1.5,0.155,0.325
Olfr1453,1.2,0.155,0.309
Orc2,-0.9,0.155,0.571
Prpf8,1.1,0.155,0.471
Prr7,-0.4,0.155,0.652
Sac3d1,-0.7,0.155,0.397
Snx13,1.3,0.155,0.471
Sytl1,-0.8,0.155,0.471
B4galt3,-0.7,0.154,0.528
Bola1,0.7,0.154,0.572
Fanci,-0.6,0.154,0.398
Fn3k,-1,0.154,0.528
Itfg2,2.8,0.154,0.355
Klk11,2,0.154,0.472
Odc1,-0.8,0.154,0.528
Olfr1288,1.3,0.154,0.31
Pank3,-1.2,0.154,0.528
Phospho2,-0.7,0.154,0.528
Rarres2,3.3,0.154,0.572
Slc35e4,-0.4,0.154,0.653
Zar1l,1.1,0.154,0.326
C1qc,-1.2,0.153,0.528
Cul1,1.2,0.153,0.653
Ddx59,-1.4,0.153,0.653
Eif2ak4,1.7,0.153,0.528
Ergic3,-0.7,0.153,0.573
Fam98c,3.4,0.153,0.355
Gigyf2,2.8,0.153,0.355
Gm20812,-0.7,0.153,0.521
Gpr62,1.5,0.153,0.326
Grk1,1.1,0.153,0.399
Higd1a,-0.8,0.153,0.473
Olfr177,1.3,0.153,0.326
Ppp3cb,-3.5,0.153,0.528
Spata24,0.9,0.153,0.355
Susd5,-0.6,0.153,0.326
Tpd52l2,0.8,0.153,0.399
Trav8n-2,-0.6,0.153,0.521
Ugt1a10,-2.3,0.153,0.528
Zswim1,0.6,0.153,0.355
Adrb3,-2.6,0.152,0.529
Coq10a,-5.3,0.152,0.574
D330020A13Rik,-1.2,0.152,0.522
Gm12258,1,0.152,0.522
Nek8,-0.6,0.152,0.529
Pnoc,-1.5,0.152,0.327
Pom121,0.2,0.152,0.654
Proz,1,0.152,0.529
Qk,-2.1,0.152,0.399
Rfesd,6.2,0.152,0.356
Rps2-ps10,1.9,0.152,0.522
Tspan10,-0.6,0.152,0.654
Uck1,1.3,0.152,0.399
1700042G07Rik,-0.8,0.151,0.311
Cdh19,0.1,0.151,0.655
Ddr2,-1.3,0.151,0.53
Defb14,-0.8,0.151,0.311
Ehmt1,-0.5,0.151,0.4
Gemin2,-1,0.151,0.655
Hook1,-0.8,0.151,0.4
Klhdc7b,6.1,0.151,0.356
Mettl2,-0.5,0.151,0.356
Olfr1322,-0.8,0.151,0.311
Olfr1441,-0.8,0.151,0.311
Olfr738,-0.8,0.151,0.311
Olfr771,-0.8,0.151,0.311
Olfr866,-0.8,0.151,0.311
Pias4,-0.9,0.151,0.474
Slco6d1,-0.8,0.151,0.311
Smarcd1,1.2,0.151,0.655
Snx25,0.9,0.151,0.356
Tdrd12,6.1,0.151,0.356
Zfp119a,0.8,0.151,0.523
Cplx3,2.5,0.15,0.576
Gm5084,-0.9,0.15,0.523
Jpt2,1,0.15,0.475
Krt71,1.9,0.15,0.576
Prlr,-1.6,0.15,0.531
Rac3,-0.5,0.15,0.401
Rmnd1,-0.6,0.15,0.576
Sesn2,0.7,0.15,0.401
Usp28,-0.6,0.15,0.475
Anxa8,0.9,0.149,0.329
Cfap54,1.1,0.149,0.524
Dazl,-1.3,0.149,0.657
Eml5,-0.7,0.149,0.357
Fes,-1.1,0.149,0.532
Gm11733,1.4,0.149,0.524
Ighv1-77,-3,0.149,0.524
Klhl29,1.6,0.149,0.475
Klk1b21,-0.6,0.149,0.402
Msx2,-0.7,0.149,0.657
Plg,-0.5,0.149,0.402
Psmd4,1.8,0.149,0.402
Rsrp1,1.2,0.149,0.524
Scnm1,0.5,0.149,0.475
Tnfrsf11b,0.9,0.149,0.402
Ufsp2,1.7,0.149,0.357
Wisp2,0.7,0.149,0.402
Cacnb4,0.8,0.148,0.533
Cir1,-2.1,0.148,0.658
Flvcr2,0.2,0.148,0.657
Foxj1,0.8,0.148,0.658
Fuz,0.8,0.148,0.577
Gm128,6.1,0.148,0.358
Gm266,1.1,0.148,0.313
Iqsec2,0.9,0.148,0.577
Morc2a,0.9,0.148,0.358
Penk,-1.4,0.148,0.329
Pnpt1,-5.9,0.148,0.577
Serpina1b,-0.5,0.148,0.358
Twsg1,2.8,0.148,0.358
2310061I04Rik,-0.9,0.147,0.579
5830473C10Rik,-0.6,0.147,0.313
Adgrg3,-0.5,0.147,0.658
Amotl1,1.7,0.147,0.36
Hist1h4c,-0.9,0.147,0.659
Hrh1,-6.4,0.147,0.534
Mogat2,0.7,0.147,0.579
Mrpl35,-0.9,0.147,0.579
Prelid1,-0.9,0.147,0.579
Rax,-0.5,0.147,0.659
Reep6,-0.7,0.147,0.579
Snx9,1.9,0.147,0.579
Vash1,-0.6,0.147,0.403
1700001O22Rik,2.1,0.146,0.331
Arhgef28,2.3,0.146,0.58
Atp6v1g2,2.3,0.146,0.404
Cdh2,-0.5,0.146,0.404
Cntd1,1,0.146,0.478
Fam180a,0.8,0.146,0.331
Gm21798,-3.8,0.146,0.527
Gm27029,-3.8,0.146,0.527
Gm28048,-3.8,0.146,0.527
Gm42606,-3.8,0.146,0.527
Hsd17b1,1.1,0.146,0.404
Itga11,1.9,0.146,0.331
Kifc5b,-0.6,0.146,0.404
Lenep,0.6,0.146,0.659
Mob3a,-0.5,0.146,0.404
Rimbp3,1.1,0.146,0.331
Snrnp27,-0.7,0.146,0.659
Trbv1,1.1,0.146,0.527
Trp53rka,1.1,0.146,0.534
ENSMUSG00000075180,1.3,0.146,0.314
ENSMUSG00000090599,1.4,0.146,0.527
ENSMUSG00000092443,-3.8,0.146,0.527
Cd14,1.4,0.145,0.581
Cdx2,1,0.145,0.405
Ciapin1,2.6,0.145,0.36
Fcer1a,0.9,0.145,0.535
Gm21797,-0.7,0.145,0.528
Marcksl1,1.6,0.145,0.581
Mobp,-4.3,0.145,0.581
Tox4,1.8,0.145,0.66
Alkal1,1.8,0.144,0.332
Ctsh,0.7,0.144,0.536
D6Ertd527e,1.1,0.144,0.529
Emilin1,0.8,0.144,0.361
Gng3,1.1,0.144,0.405
Iqcb1,1.9,0.144,0.48
Ly6h,-0.7,0.144,0.405
Lyz1,0.9,0.144,0.536
Nav3,0.9,0.144,0.405
Nek11,-3.8,0.144,0.536
Olfr19,1,0.144,0.332
Podnl1,0.8,0.144,0.361
Rabggtb,1.6,0.144,0.536
Riox1,0.8,0.144,0.361
Slc17a6,-6,0.144,0.582
Spert,-0.5,0.144,0.582
Tecta,-0.8,0.144,0.405
Tgm1,1,0.144,0.405
Vmn2r27,-0.7,0.144,0.529
1700001J03Rik,-0.7,0.143,0.315
Bcl7c,0.8,0.143,0.361
Ccsap,2.4,0.143,0.361
Cyth2,-0.7,0.143,0.537
Igsf21,0.9,0.143,0.333
Invs,1,0.143,0.48
Prkcsh,-2.5,0.143,0.406
Rbp3,-1.2,0.143,0.537
Sult2a2,0.8,0.143,0.53
Zfp574,-0.9,0.143,0.662
ENSMUSG00000090340,1.8,0.143,0.53
Ankrd55,-0.7,0.142,0.663
Asb10,1.7,0.142,0.481
Car3,1.5,0.142,0.538
Clk2,-0.8,0.142,0.538
Csrp1,2,0.142,0.481
Cxcl2,-0.6,0.142,0.481
Dcaf5,5.3,0.142,0.583
Igkv10-96,0.8,0.142,0.531
Ndufa9,-2.7,0.142,0.538
Nfib,-2.5,0.142,0.663
Nmnat2,-0.8,0.142,0.407
Ogfod3,0.8,0.142,0.583
Plxnd1,0.5,0.142,0.663
Prkdc,-2.7,0.142,0.538
Sebox,0.8,0.142,0.362
Slc13a2,-0.7,0.142,0.362
Zfy2,1,0.142,0.315
Cep120,-0.5,0.141,0.662
Dda1,2,0.141,0.364
Entpd1,-0.2,0.141,0.662
Fam206a,-1.7,0.141,0.532
Gm10037,0.7,0.141,0.532
Lipc,1.1,0.141,0.482
Lrrc7,1.2,0.141,0.408
Ormdl3,-0.6,0.141,0.482
Phkg2,0.7,0.141,0.539
Ppwd1,1.3,0.141,0.482
Slc22a23,-0.5,0.141,0.662
Xrcc1,-0.6,0.141,0.408
Zfp457,0.5,0.141,0.664
Amy1,-0.7,0.14,0.54
Col27a1,1.9,0.14,0.335
Elp5,-0.7,0.14,0.665
Gm9573,-0.7,0.14,0.532
Lmcd1,-1.4,0.14,0.585
Myod1,-0.8,0.14,0.408
Nprl2,-2.7,0.14,0.408
Nr2e3,1.1,0.14,0.408
Rab3c,1.2,0.14,0.482
Rundc3b,0.7,0.14,0.335
Secisbp2,1.6,0.14,0.585
Slc15a3,0.7,0.14,0.482
Tm6sf2,1,0.14,0.408
Tmem179,0.7,0.14,0.335
Zfp65,-4.3,0.14,0.532
Ablim3,0.8,0.139,0.665
Asns,-0.6,0.139,0.409
BC080695,-0.6,0.139,0.317
Cdk8,-0.9,0.139,0.541
Esp36,0.7,0.139,0.533
Fam110b,1.2,0.139,0.409
Gipr,-0.4,0.139,0.664
Gm10447,-3.4,0.139,0.533
Gm8251,-0.7,0.139,0.317
Hist1h4d,0.6,0.139,0.665
Pth1r,-0.8,0.139,0.541
Shkbp1,-0.8,0.139,0.483
ENSMUSG00000050379,-0.4,0.138,0.41
4930486L24Rik,-0.5,0.138,0.318
Atp5d,1.7,0.138,0.41
Bcam,-0.3,0.138,0.665
Bfar,-0.8,0.138,0.484
Chd1,-2.8,0.138,0.542
Ercc1,-0.7,0.138,0.41
F2rl2,1.7,0.138,0.336
Fam208b,2,0.138,0.534
Foxd3,0.8,0.138,0.666
Gjd2,-0.7,0.138,0.336
Nhlrc2,3.2,0.138,0.365
Pla2r1,1,0.138,0.484
Ptgfrn,-4.7,0.138,0.587
Rnd1,1.7,0.138,0.587
Ankef1,0.6,0.137,0.667
Dlg1,-0.7,0.137,0.411
Enc1,0.7,0.137,0.484
Fsbp,1.4,0.137,0.337
Gm3468,1.7,0.137,0.318
Hacd3,-4.7,0.137,0.588
Hsp90ab1,-0.8,0.137,0.411
Lrguk,1.5,0.137,0.411
Lrrtm1,-0.8,0.137,0.337
Obp1b,-0.5,0.137,0.318
Olfr1264,0.8,0.137,0.318
Pih1h3b,1,0.137,0.337
Rgs6,-0.5,0.137,0.411
Sertad2,0.7,0.137,0.667
Zdhhc6,0.2,0.137,0.665
Zmat4,-1.2,0.137,0.667
ENSMUSG00000047490,1.1,0.137,0.318
4930504O13Rik,0.9,0.136,0.318
Fam129b,-9.2,0.136,0.367
Gm3115,1.7,0.136,0.318
Kcnj4,0.3,0.136,0.666
Olfr160,-0.3,0.136,0.666
Pfn1,-2.6,0.136,0.544
Rbm39,1.7,0.136,0.412
Shprh,1.5,0.136,0.412
Zfp735,-1.3,0.136,0.668
ENSMUSG00000078493,1.5,0.136,0.536
Asb5,1.8,0.135,0.485
Bod1l,-0.6,0.135,0.669
Carmil3,0.8,0.135,0.367
Daw1,-5,0.135,0.537
Dnlz,1.6,0.135,0.59
Eaf1,-2.6,0.135,0.669
Erlec1,-0.5,0.135,0.485
Fastkd2,2.1,0.135,0.59
Klhl12,-0.6,0.135,0.485
Nme2,-0.6,0.135,0.544
Olfr1098,1,0.135,0.319
Pdik1l,-0.7,0.135,0.544
Prkaca,-0.8,0.135,0.544
Pycr1,-1.2,0.135,0.544
Six6,-2.9,0.135,0.485
Zc3h8,-1.3,0.135,0.669
Zhx2,0.9,0.135,0.537
ENSMUSG00000078186,0.7,0.135,0.537
1700025G04Rik,-0.7,0.134,0.538
9230113P08Rik,1.5,0.134,0.538
Brs3,1,0.134,0.339
Cyp4f15,2.1,0.134,0.368
Ensa,2.6,0.134,0.368
Gm10258,-1.1,0.134,0.538
Gm3159,-0.6,0.134,0.32
Gm3269,-0.6,0.134,0.32
Gm3594,-0.6,0.134,0.32
H1foo,0.5,0.134,0.67
Haus4,2.6,0.134,0.368
Ighv7-4,-0.9,0.134,0.538
Klf12,-1.1,0.134,0.67
Olfr1113,1.2,0.134,0.32
Olfr992,-0.6,0.134,0.32
Rnf213,-0.7,0.134,0.413
Runx1t1,-0.9,0.134,0.413
Skiv2l,-0.6,0.134,0.67
Traf3,-2.7,0.134,0.413
1600014C23Rik,0.9,0.133,0.539
Aard,1.1,0.133,0.34
Ccdc81,-0.6,0.133,0.671
Cckar,0.8,0.133,0.546
Chuk,-2.5,0.133,0.546
Cox7a2l,-0.8,0.133,0.487
Cyp4f17,-5.5,0.133,0.32
Cypt1,1.3,0.133,0.539
Dhrs13,-0.6,0.133,0.369
Efcab2,1.1,0.133,0.414
Ephb6,-1.2,0.133,0.546
Gm11214,-1.2,0.133,0.539
Gpatch3,1.1,0.133,0.671
Gsta4,-0.5,0.133,0.32
Ighv11-2,-2.5,0.133,0.539
Iqcg,1.2,0.133,0.369
Jcad,-0.7,0.133,0.34
Kctd9,0.9,0.133,0.487
Krtap19-4,0.8,0.133,0.539
Lama2,-0.8,0.133,0.414
Mfng,1.3,0.133,0.414
Nxpe5,1.7,0.133,0.32
Olfr1162,-0.7,0.133,0.34
Rora,0.7,0.133,0.546
Scfd2,-0.8,0.133,0.487
Slc39a2,-0.7,0.133,0.34
Tiam1,-0.5,0.133,0.414
Zmynd11,-1.3,0.133,0.414
2510039O18Rik,1.8,0.132,0.592
Abhd4,1.4,0.132,0.487
Astn1,-0.7,0.132,0.415
BC049762,-0.6,0.132,0.321
Cdhr3,0.8,0.132,0.34
Cnot2,-0.7,0.132,0.415
Cpne4,-0.9,0.132,0.592
Elac2,-0.6,0.132,0.592
Gimap7,-0.6,0.132,0.34
Gm4076,1.2,0.132,0.539
H2-Aa,1.4,0.132,0.415
Iah1,0.6,0.132,0.487
Itga1,-0.6,0.132,0.34
Krt32,-0.5,0.132,0.592
Lrrc69,2.7,0.132,0.369
Mrpl24,1.6,0.132,0.592
Olfr577,0.9,0.132,0.34
Plekhh1,1.6,0.132,0.592
Ppp1r15b,-2.3,0.132,0.547
Slc17a7,1.6,0.132,0.592
Stpg1,5.7,0.132,0.369
Tctex1d1,-0.6,0.132,0.34
Tefm,4.5,0.132,0.592
Trappc2l,2,0.132,0.592
Trav10n,1.3,0.132,0.539
Vav2,-0.6,0.132,0.415
Vmn2r3,-1.1,0.132,0.539
Ano1,0.9,0.131,0.341
Bmp2,1.1,0.131,0.416
Cdh18,0.2,0.131,0.67
Emilin3,0.9,0.131,0.341
Hmcn2,1.8,0.131,0.341
Irs3,1,0.131,0.321
Lpin2,1.3,0.131,0.37
Mkrn3,-2.1,0.131,0.488
Mpp1,2.5,0.131,0.37
Pfkfb1,-1.4,0.131,0.548
Ppl,1.7,0.131,0.593
Prkcz,0.6,0.131,0.548
Vmn2r108,-0.5,0.131,0.321
Zfp715,0.6,0.131,0.673
1700011I03Rik,1.1,0.13,0.321
Dpep1,1.4,0.13,0.549
Gm5938,0.8,0.13,0.321
Gnl3,1.6,0.13,0.594
Ifi214,2,0.13,0.416
Kif18a,0.9,0.13,0.416
Klhl22,-0.8,0.13,0.488
Mgat4d,-0.7,0.13,0.541
Ripor3,-0.5,0.13,0.594
Sdc1,6,0.13,0.37
Terf1,0.9,0.13,0.416
Zfp964,0.9,0.13,0.321
Adamts8,-7.3,0.129,0.595
Alkbh6,2.7,0.129,0.371
B3gnt9,0.9,0.129,0.371
Cars,-1.1,0.129,0.417
Fat1,0.9,0.129,0.342
Fbxo41,-3.6,0.129,0.489
Foxc2,0.6,0.129,0.674
Ftcd,-0.6,0.129,0.55
G6pc2,-0.7,0.129,0.55
Gm20449,1.2,0.129,0.542
Hcar2,1.3,0.129,0.542
Hsf5,-0.8,0.129,0.674
Mical3,2.7,0.129,0.595
Plod3,-0.7,0.129,0.674
Polr2d,1.7,0.129,0.417
Rab36,-0.5,0.129,0.595
Rasip1,-0.5,0.129,0.371
Trip4,-0.8,0.129,0.674
Acaca,-2.7,0.128,0.551
Dennd6b,-0.5,0.128,0.372
Gm12500,2.1,0.128,0.543
Krtap5-4,-2.3,0.128,0.543
Lor,-1,0.128,0.543
Mvk,1.5,0.128,0.551
Neurl4,0.9,0.128,0.418
Olfr1367,0.9,0.128,0.543
Pde1b,-0.8,0.128,0.551
Plk3,0.6,0.128,0.551
Sim1,-0.6,0.128,0.49
Zfp59,0.9,0.128,0.322
Zfp968,-0.9,0.128,0.543
Zfp969,-0.9,0.128,0.543
4930522L14Rik,1.4,0.127,0.544
Atp7b,-0.5,0.127,0.597
C6,-1.1,0.127,0.544
Dars,-5.9,0.127,0.552
Gmppa,-6.9,0.127,0.597
Kcnrg,-0.8,0.127,0.49
Mgst3,-0.6,0.127,0.552
Plagl1,-0.7,0.127,0.419
Prg3,0.7,0.127,0.49
Rab32,1.6,0.127,0.49
Selenbp2,-0.5,0.127,0.49
Smgc,-3.4,0.127,0.544
Snx6,0.6,0.127,0.373
Ube2o,-0.6,0.127,0.419
ENSMUSG00000059248,-0.6,0.126,0.42
Adam26b,-0.6,0.126,0.323
Akirin1,0.7,0.126,0.373
Cacna2d2,-1.1,0.126,0.553
Cerkl,-1.3,0.126,0.553
Chrna6,0.8,0.126,0.553
Clcf1,-0.8,0.126,0.373
Ddhd1,-0.4,0.126,0.598
Efnb2,-2.2,0.126,0.553
Fam136a,0.9,0.126,0.598
Gm4491,1,0.126,0.545
H2-T23,1.4,0.126,0.344
Ighv1-54,-1.3,0.126,0.545
Kmt2d,-0.8,0.126,0.373
Lsm4,1.1,0.126,0.677
Mfap1a,-0.8,0.126,0.373
Mfap1b,-0.8,0.126,0.373
Mucl1,-0.8,0.126,0.373
Ndufa2,1,0.126,0.553
Pate1,1.4,0.126,0.492
Ptges3,0.8,0.126,0.492
Ralgps2,0.8,0.126,0.373
Slc25a27,1.9,0.126,0.598
Snx27,-1.8,0.126,0.598
Spesp1,-0.6,0.126,0.344
Taar8a,-0.6,0.126,0.344
Tnip2,1.1,0.126,0.373
Zfp467,-0.9,0.126,0.677
ENSMUSG00000019917,1,0.125,0.421
Cdcp2,0.8,0.125,0.346
Dbil5,-0.6,0.125,0.323
Dck,-2.2,0.125,0.554
Far1,2.8,0.125,0.599
