Gene_ID,Castle_Effect,Castle_Score,P_value
Ssh3,0.7,0.227,0.425
Sult1d1,-0.7,0.227,0.365
Tmsb15a,-0.7,0.227,0.365
Vmn2r62,-0.7,0.227,0.365
ENSMUSG00000061075,-0.7,0.227,0.365
ENSMUSG00000090483,-0.7,0.227,0.365
ENSMUSG00000095949,-0.7,0.227,0.365
Arl13b,-1.2,0.226,0.457
Atp6v1f,1.5,0.226,0.476
Erc2,1.3,0.226,0.527
Fbxo33,-1.9,0.226,0.476
Fgf10,2.2,0.226,0.476
Gm20708,-0.7,0.226,0.64
Gnai2,-1.4,0.226,0.476
Mospd2,1.2,0.226,0.476
Phf19,-1.4,0.226,0.457
Rhox2c,1.2,0.226,0.365
Slamf6,-1.3,0.226,0.527
Slc6a20b,2.8,0.226,0.365
Slk,1.4,0.226,0.457
Spanxn4,1.2,0.226,0.64
Tspan32,0.7,0.226,0.664
Uhrf1bp1l,3,0.226,0.457
4930432E11Rik,-0.9,0.225,0.641
A930016O22Rik,1.7,0.225,0.641
Arrb1,2.4,0.225,0.527
Fancf,0.8,0.225,0.458
Gm1965,-0.9,0.225,0.641
Mki67,-0.6,0.225,0.458
Nf2,0.9,0.225,0.458
Rfx2,-0.5,0.225,0.665
Slc38a10,3,0.225,0.527
Trav14-1,-1,0.225,0.641
Uck1,1.8,0.225,0.458
7530416G11Rik,1.1,0.224,0.642
B3gnt9,3,0.224,0.458
Coq3,-3.7,0.224,0.528
Cpn1,4.4,0.224,0.478
Frmd4b,0.8,0.224,0.528
Glt28d2,0.9,0.224,0.366
Map3k15,-0.7,0.224,0.428
Mypn,0.9,0.224,0.528
Pcdh7,-0.4,0.224,0.396
Rbm15b,0.6,0.224,0.665
ENSMUSG00000071107,-1,0.224,0.642
Fam110b,1.6,0.223,0.459
Letm1,-0.5,0.223,0.528
Mbnl3,-2.5,0.223,0.666
Mup8,1,0.223,0.366
Nsmce1,0.6,0.223,0.459
Pcdhb3,1.3,0.223,0.663
Selenoh,4.2,0.223,0.458
Srcin1,2,0.223,0.528
2310035C23Rik,3.1,0.222,0.458
Epb41l2,-4,0.222,0.529
Obox6,1.8,0.222,0.643
Plekhg4,-1.1,0.222,0.458
Tbc1d12,-1.1,0.222,0.458
Timp4,1.5,0.222,0.458
Ubqln5,3.2,0.222,0.367
Ugt2a2,2.8,0.222,0.479
4933427D06Rik,0.9,0.221,0.367
Cpe,-1.4,0.221,0.43
Hnf4g,-7.2,0.221,0.529
Igsf21,1.9,0.221,0.397
Ilf2,-0.9,0.221,0.668
Krtap4-1,1.7,0.221,0.644
Mbnl2,4.4,0.221,0.48
Mmp27,-1.1,0.221,0.43
Olfr967,1.3,0.221,0.397
Pabpc1,2,0.221,0.48
Pcyt1b,-0.6,0.221,0.43
Polr2m,-0.5,0.221,0.43
Utp14b,-1.4,0.221,0.459
Wdr12,-0.9,0.221,0.668
Wdr36,-0.9,0.221,0.668
9530002B09Rik,1.6,0.22,0.644
Ccr7,1.1,0.22,0.665
Cd300lf,2.9,0.22,0.398
Chadl,0.8,0.22,0.398
Emc7,-1.3,0.22,0.53
Hes2,-1.9,0.22,0.668
Hhex,1.1,0.22,0.668
Mas1,1.1,0.22,0.461
Nhlh1,-0.7,0.22,0.668
Scgb1b30,0.8,0.22,0.367
Siae,-1.3,0.22,0.481
Slc30a4,0.8,0.22,0.481
4930548G14Rik,1.1,0.219,0.644
Acp6,-3.7,0.219,0.432
Aplp2,-0.4,0.219,0.669
Barhl2,0.7,0.219,0.669
Chchd6,4.2,0.219,0.53
Cyp2j5,0.9,0.219,0.367
Eif5a,-0.9,0.219,0.461
Fam124a,1,0.219,0.399
Gtf2h4,-0.9,0.219,0.461
Hdac5,0.6,0.219,0.461
Hnrnpk,1.9,0.219,0.482
Hsf2,-1,0.219,0.482
Kin,-0.9,0.219,0.461
Mcts1,-0.9,0.219,0.461
Mmp20,-1,0.219,0.53
Nup85,-0.9,0.219,0.461
Prr7,-0.2,0.219,0.665
Pxmp2,-0.4,0.219,0.53
Rad17,-0.9,0.219,0.461
Rnpc3,1.3,0.219,0.669
Rnpep,3.3,0.219,0.482
Sap30bp,-0.9,0.219,0.461
Sfrp1,1.9,0.219,0.482
Sorbs1,1.9,0.219,0.482
Sult2a7,1.4,0.219,0.644
Taco1,-3.4,0.219,0.53
Tll2,-4.3,0.219,0.432
Top3a,-0.9,0.219,0.461
Uba1,-0.9,0.219,0.461
Cpz,1.9,0.218,0.482
Creb3,2.3,0.218,0.482
Fgd5,-1.3,0.218,0.531
Fgfr1op2,3,0.218,0.46
Gk2,-0.8,0.218,0.433
Gm10545,-3.6,0.218,0.645
Sapcd1,4,0.218,0.399
Sec16b,0.8,0.218,0.531
Sox15,3.1,0.218,0.46
4930408O17Rik,-1.3,0.217,0.645
Cited1,0.8,0.217,0.671
Irf7,0.8,0.217,0.671
Lrrc34,1.9,0.217,0.483
Pgm2,-0.6,0.217,0.462
Rln3,1.3,0.217,0.4
Sgk2,-1.1,0.217,0.433
Sgsh,-1,0.217,0.671
Spop,-1.4,0.217,0.46
Zfat,-0.7,0.217,0.671
ENSMUSG00000093635,3.1,0.217,0.369
Dalrd3,1.9,0.216,0.484
Fam159b,2.2,0.216,0.4
Gdf11,-1.9,0.216,0.671
Gpat4,1.8,0.216,0.484
Ighv1-72,1.3,0.216,0.646
Igkv1-115,0.9,0.216,0.646
Kcnd1,0.2,0.216,0.667
Metap1,2.7,0.216,0.434
Nlrp1a,1.6,0.216,0.369
Olfr1137,0.9,0.216,0.369
Oosp3,-0.7,0.216,0.646
Pttg1,-3.4,0.216,0.532
Rbfa,0.8,0.216,0.532
ENSMUSG00000090425,1,0.216,0.532
Aqp8,0.4,0.215,0.668
Crybb1,1.1,0.215,0.435
Gpr137,-0.2,0.215,0.668
Larp7,-4.6,0.215,0.435
Mipep,-0.7,0.215,0.485
Olfr971,3.1,0.215,0.37
Sema4b,1.9,0.215,0.485
Slc13a3,-0.4,0.215,0.435
Slitrk5,1.5,0.215,0.668
Ano6,-0.3,0.214,0.668
Fip1l1,3.1,0.214,0.37
Gm38394,1.9,0.214,0.461
Kctd17,1.8,0.214,0.485
Krt14,-3.7,0.214,0.533
Pxdc1,2.9,0.214,0.461
Rbms1,-0.9,0.214,0.647
Slx,0.9,0.214,0.37
Tec,-0.7,0.214,0.463
Asb8,2.2,0.213,0.486
Cacng1,-0.5,0.213,0.437
Chrna10,0.7,0.213,0.437
Crybb3,1.9,0.213,0.486
Fam131a,2.9,0.213,0.461
Gm11562,1.2,0.213,0.403
Gm11937,1.2,0.213,0.403
Gtf2e1,2.2,0.213,0.486
Hdgfl3,-0.3,0.213,0.669
Manba,-1.1,0.213,0.486
Olfr368,1.2,0.213,0.403
Pitx2,0.8,0.213,0.673
Slc16a4,-2.1,0.213,0.437
Tmem108,2.1,0.213,0.403
Tyw5,-0.6,0.213,0.461
Zscan4e,3.1,0.213,0.37
Ckmt2,-2.6,0.212,0.437
Dhrs4,0.6,0.212,0.437
Egfem1,0.9,0.212,0.37
Fzr1,-0.6,0.212,0.464
Gm17654,3.1,0.212,0.37
Gm3072,3.1,0.212,0.37
Igkv6-17,-0.9,0.212,0.647
Mpig6b,1.8,0.212,0.647
Noto,-1.6,0.212,0.674
Parn,0.9,0.212,0.674
Prdm6,-1.1,0.212,0.674
Cdc14b,1.4,0.211,0.438
Cnnm2,0.3,0.211,0.67
Csmd2,-0.4,0.211,0.403
Gm2a,-0.6,0.211,0.438
Gpr84,0.2,0.211,0.67
Lgmn,1.9,0.211,0.488
Meaf6,1,0.211,0.675
Nicn1,-1.2,0.211,0.535
Olfr18,0.8,0.211,0.371
Pik3r6,-0.5,0.211,0.465
Prss12,1.8,0.211,0.488
Snx5,4.3,0.211,0.488
Snx7,0.9,0.211,0.403
Utp23,-5,0.211,0.535
2610528J11Rik,-0.4,0.21,0.405
Actr5,-1.2,0.21,0.489
Ampd1,0.8,0.21,0.465
B3gat2,2.2,0.21,0.405
Cxcr5,1.2,0.21,0.405
Erf,1.8,0.21,0.489
Myf5,-0.8,0.21,0.676
Pdzd3,-0.4,0.21,0.405
Popdc3,0.6,0.21,0.465
Rab7,-1.1,0.21,0.439
Rnf217,1.9,0.21,0.489
Skint5,2.1,0.21,0.371
Slc36a1,2.8,0.21,0.439
Tob2,2.9,0.21,0.463
Zfpm1,0.7,0.21,0.676
Gcom1,1.7,0.209,0.649
Hcrt,-0.8,0.209,0.44
Hgfac,5.9,0.209,0.49
Jak3,-0.7,0.209,0.44
Mpzl2,-2.5,0.209,0.536
Myog,-2.5,0.209,0.676
Pi16,-0.3,0.209,0.672
Ppp1r35,-0.5,0.209,0.467
Zfp626,0.9,0.209,0.649
Zyg11a,2.9,0.209,0.463
Dennd6b,-0.8,0.208,0.463
Fadd,0.9,0.208,0.467
Lmntd1,1.7,0.208,0.649
Pip5k1a,-0.7,0.208,0.441
Sap30l,-2.3,0.208,0.677
Sptbn4,0.8,0.208,0.537
Zfp108,-0.4,0.208,0.372
Cyp4a31,0.9,0.207,0.442
Elavl3,-2.3,0.207,0.678
Erich5,2.5,0.207,0.649
Hoxd1,1.3,0.207,0.678
Mafg,-1.6,0.207,0.678
Myl10,-4.4,0.207,0.538
Olfr610,-0.5,0.207,0.372
Pfn2,-0.7,0.207,0.442
Plcz1,1.4,0.207,0.468
Scaf8,-2,0.207,0.678
Sh2d4a,1.3,0.207,0.406
Ubd,1.8,0.207,0.491
Efhc1,0.9,0.206,0.406
Gm1673,1,0.206,0.373
Sema3e,1,0.206,0.491
Slfn4,3.9,0.206,0.464
Spocd1,-1.1,0.206,0.464
Vldlr,-0.6,0.206,0.468
Ccdc121,2.9,0.205,0.464
Dpysl2,4.1,0.205,0.539
Ell2,-0.5,0.205,0.679
Fmn2,-0.7,0.205,0.539
Golga7b,2.9,0.205,0.464
Kdelc2,-1.1,0.205,0.492
Mthfr,1.1,0.205,0.469
Olfr1282,-0.5,0.205,0.373
Pilrb1,2.2,0.205,0.407
Sh3bp1,4.3,0.205,0.492
1700008O03Rik,1.6,0.204,0.465
Cdcp2,2.9,0.204,0.407
Cdk18,-1.4,0.204,0.444
Clptm1l,-0.3,0.204,0.675
Cnot7,1.7,0.204,0.651
Olfr1267-ps1,1.2,0.204,0.373
Sh3gl3,-0.8,0.204,0.492
Slc9b2,-3.5,0.204,0.539
Tmem45a,0.3,0.204,0.675
Tubb4b-ps1,1.4,0.204,0.651
4930452B06Rik,2.8,0.203,0.465
Abi3,0.9,0.203,0.407
Ap3s2,-1,0.203,0.493
Atg16l1,1.8,0.203,0.493
Eif3k,1.8,0.203,0.493
Golt1b,-3.8,0.203,0.54
Hmcn2,2.2,0.203,0.407
Ppfibp2,-1.1,0.203,0.681
Slc25a38,-1.5,0.203,0.54
Ssh2,-2.1,0.203,0.445
Stard7,-5.3,0.203,0.54
Susd3,0.6,0.203,0.675
Tmem171,0.9,0.203,0.407
Arrb2,-0.7,0.202,0.541
Atad5,2.8,0.202,0.465
Cdt1,-0.6,0.202,0.47
Csn1s2a,1.9,0.202,0.374
Fndc4,0.1,0.202,0.676
Gm8050,0.7,0.202,0.374
Gpd1,-0.8,0.202,0.446
Krt5,5.9,0.202,0.493
Pank3,-3.6,0.202,0.446
Spata45,-3.7,0.202,0.652
Adamts18,0.9,0.201,0.494
Adamtsl2,1.2,0.201,0.408
Gabrb1,-3.9,0.201,0.447
Gm14391,-1.3,0.201,0.682
Gm6710,-1.3,0.201,0.682
Olfr640,1.2,0.201,0.408
Sipa1l3,0.9,0.201,0.466
Vps52,1.4,0.201,0.541
Adrb2,-1.6,0.2,0.447
Arhgap6,-1.2,0.2,0.494
Atg10,-0.6,0.2,0.471
Cd38,-0.6,0.2,0.471
Extl2,-0.5,0.2,0.447
Faim2,0.7,0.2,0.471
Fh1,-0.6,0.2,0.471
Glod5,2.8,0.2,0.466
Helq,1.1,0.2,0.683
Mea1,1.3,0.2,0.466
Olfr52,3,0.2,0.375
Olfr748,1.7,0.2,0.375
Pex2,1.5,0.2,0.494
Rab32,4.3,0.2,0.494
Tmem55a,-3.3,0.2,0.494
Top2b,-0.6,0.2,0.471
Vmn2r121,1.4,0.2,0.375
Zmym1,2.8,0.2,0.466
Cdk14,-2,0.199,0.448
Ergic1,2.7,0.199,0.495
Gabra2,2.3,0.199,0.448
Jhy,0.8,0.199,0.409
Kif18b,-4.9,0.199,0.543
Map4k5,-0.7,0.199,0.448
Nid1,1.5,0.199,0.448
Pigz,1.8,0.199,0.543
Uspl1,1.8,0.199,0.495
Ano5,-1,0.198,0.496
Arpin,-0.6,0.198,0.543
Ccdc80,1.9,0.198,0.496
Comp,0.7,0.198,0.449
Grp,0.5,0.198,0.472
Hhipl1,2.2,0.198,0.41
Ino80c,0.2,0.198,0.679
Itgb1bp2,1,0.198,0.684
Map3k1,-1.9,0.198,0.684
Nat8f1,4.1,0.198,0.467
Psme4,-0.8,0.198,0.496
Sephs2,2.8,0.198,0.467
Serpinb6c,1.1,0.198,0.653
Sik2,-3.6,0.198,0.449
Tas2r117,1.1,0.198,0.376
ENSMUSG00000055951,2,0.198,0.496
Camk2a,0.9,0.197,0.45
Ccrl2,0.2,0.197,0.679
Deup1,-0.4,0.197,0.41
Gjd2,-0.4,0.197,0.41
Hcfc2,0.6,0.197,0.685
Hsf4,-1.3,0.197,0.685
Igkv1-132,-1.6,0.197,0.654
Trav7-6,-3.7,0.197,0.654
Ywhae,-0.6,0.197,0.473
Kcne3,0.4,0.196,0.68
Kif4,1.8,0.196,0.497
Lamc1,1,0.196,0.473
Naa10,-0.4,0.196,0.473
Plpp7,0.9,0.196,0.68
Ppm1d,1.1,0.196,0.451
Psen2,-1.2,0.196,0.497
Rwdd2b,0.6,0.196,0.686
Spx,1,0.196,0.468
Zfp457,8.8,0.196,0.686
Cypt1,1.7,0.195,0.655
H2-Q10,-6.7,0.195,0.452
Jakmip3,-0.4,0.195,0.68
Pbrm1,-0.8,0.195,0.545
Pgr,-0.4,0.195,0.474
Rpl28-ps4,1.1,0.195,0.655
Stox1,-0.5,0.195,0.687
Tpbpa,-0.7,0.195,0.474
Abcc3,0.7,0.194,0.474
Dnajb7,-1,0.194,0.499
Gm12253,0.9,0.194,0.377
Henmt1,-0.5,0.194,0.687
Impa2,0.8,0.194,0.474
Lgi3,1.8,0.194,0.413
Micu3,-0.5,0.194,0.474
Tet3,3.8,0.194,0.469
Tox3,-0.6,0.194,0.687
Acad10,1.7,0.193,0.499
Atp6v1e2,1.2,0.193,0.499
Chst13,0.8,0.193,0.475
Cyp3a41b,-0.7,0.193,0.453
Dnajb4,1.7,0.193,0.499
Map3k10,1.5,0.193,0.453
Mrap,2.4,0.193,0.546
Oaf,-0.8,0.193,0.499
Olfr1504,0.6,0.193,0.377
Olfr557,0.8,0.193,0.413
Sv2a,-0.7,0.193,0.453
Tmem5,1.1,0.193,0.499
Tmub1,1.7,0.193,0.499
Usp31,2.3,0.193,0.499
ENSMUSG00000097298,2.5,0.193,0.656
Acsm5,-0.4,0.192,0.547
Clk4,0.6,0.192,0.454
Dpm3,1.8,0.192,0.547
Fmo3,2.4,0.192,0.5
Gm10787,-0.9,0.192,0.656
Hist1h4c,-0.7,0.192,0.689
Nudt16l1,-2.8,0.192,0.547
Smarcb1,2.8,0.192,0.469
Zfp27,1.4,0.192,0.689
Ap3m1,2.2,0.191,0.5
Apol7d,-0.7,0.191,0.657
Asprv1,1,0.191,0.5
Ccdc69,-0.6,0.191,0.378
Ezr,0.8,0.191,0.476
Fes,1,0.191,0.455
Msl2,-0.6,0.191,0.689
Otub1,0.8,0.191,0.378
Parl,-1.5,0.191,0.547
Polr1e,-0.6,0.191,0.689
Polr3e,1.2,0.191,0.689
Rdh13,-1.7,0.191,0.455
Slfn8,1.3,0.191,0.47
Tcta,0.2,0.191,0.683
Caprin2,0.9,0.19,0.548
Catsper3,0.2,0.19,0.684
Chrna5,-1,0.19,0.456
Csnk1g3,-0.8,0.19,0.456
Dazl,-0.5,0.19,0.69
Gm7271,2.2,0.19,0.657
Gm8334,1.2,0.19,0.657
Pfkm,-1.5,0.19,0.456
Scn8a,1.7,0.19,0.501
Tmprss13,-1,0.19,0.501
Casp16-ps,1.1,0.189,0.417
Dus2,-0.9,0.189,0.658
Gm7258,3.2,0.189,0.658
Gm9881,-0.9,0.189,0.658
Kif21a,1.1,0.189,0.548
Myl6b,-0.8,0.189,0.457
Npdc1,0.1,0.189,0.684
Nr2e1,1,0.189,0.477
Wfdc17,-0.9,0.189,0.658
Zufsp,0.9,0.189,0.691
Bcl2l15,-1,0.188,0.471
Bhlhe41,3,0.188,0.379
Ccdc125,-1,0.188,0.471
Ccdc177,2.1,0.188,0.417
Cetn4,3,0.188,0.379
Gbp3,0.7,0.188,0.417
Gm2035,1.7,0.188,0.658
Gm7094,3,0.188,0.379
Nxpe5,3,0.188,0.379
Rab2b,-7.1,0.188,0.549
Snrnp200,0.9,0.188,0.502
Snx21,-1,0.188,0.471
Sp1,-1,0.188,0.471
Ss18l2,1.2,0.188,0.692
Trbv13-3,-7.4,0.188,0.658
AU019823,1.9,0.187,0.473
Cfap53,1.3,0.187,0.659
Fbxo44,2,0.187,0.503
Gpbp1l1,2.7,0.187,0.473
Ppp1r14a,-0.6,0.187,0.459
Ptprcap,-0.5,0.187,0.692
Akr1b7,0.8,0.186,0.379
Cfap221,1.6,0.186,0.659
Grb10,1.7,0.186,0.479
Itga2,-0.4,0.186,0.55
Magea1,-0.4,0.186,0.379
Plec,-0.5,0.186,0.479
Rb1cc1,-0.7,0.186,0.479
Anks3,0.6,0.185,0.694
B3galt5,1.8,0.185,0.504
Gm6377,1.3,0.185,0.38
Gm9934,-0.9,0.185,0.659
Kif12,1.2,0.185,0.551
Mkrn3,-1.9,0.185,0.504
Olfr681,1.1,0.185,0.418
Rrnad1,1.8,0.185,0.474
Siah1b,4.2,0.185,0.504
Spag8,2.9,0.185,0.418
Svep1,1.9,0.185,0.551
Trappc6a,-0.6,0.185,0.461
Abcg5,2.9,0.184,0.418
Bclaf3,0.7,0.184,0.551
Colq,0.8,0.184,0.66
Egfl7,2.7,0.184,0.474
Irf2,-0.7,0.184,0.694
Srebf1,1,0.184,0.474
Ss18l1,-0.6,0.184,0.48
Arl8a,1.7,0.183,0.506
Bglap2,-0.6,0.183,0.463
Cacna1a,0.6,0.183,0.463
Gm7682,0.7,0.183,0.38
Nat3,3,0.183,0.38
Nxf3,0.7,0.183,0.695
Olfr235,2.4,0.183,0.66
Palb2,1.4,0.183,0.48
Pstpip1,-2,0.183,0.463
Slc40a1,1.6,0.183,0.506
Spats2l,1,0.183,0.419
Synpo2,2.1,0.183,0.419
Tulp3,1.4,0.183,0.48
Vmn1r27,2.7,0.183,0.38
Apex2,-0.5,0.182,0.481
F10,-0.4,0.182,0.464
Fxyd4,-0.4,0.182,0.419
Gm4799,-9.4,0.182,0.661
Gsc,1.5,0.182,0.696
H2bfm,1.7,0.182,0.507
Itga10,0.2,0.182,0.689
Kcnk3,2.5,0.182,0.464
Nanos3,-0.4,0.182,0.419
Nrbf2,1,0.182,0.696
Olfr406,0.9,0.182,0.661
Slc41a1,-0.4,0.182,0.689
Stx16,1.4,0.182,0.553
Tmem206,-0.2,0.182,0.689
4930522L14Rik,1.1,0.181,0.662
App,0.8,0.181,0.482
Cabp7,0.7,0.181,0.421
Cyb5r4,1.3,0.181,0.553
Efcab5,-10.9,0.181,0.476
Efcab6,-0.9,0.181,0.696
Ern1,1.1,0.181,0.465
Hoxb1,1.1,0.181,0.508
Rap1a,-0.7,0.181,0.482
Rbbp9,-1.7,0.181,0.696
Rgn,1.9,0.181,0.508
Spint4,1.4,0.181,0.421
Srrm3,0.7,0.181,0.381
Acbd5,-0.5,0.18,0.554
Adam20,4.2,0.18,0.508
Banp,-0.7,0.18,0.482
Cflar,-0.8,0.18,0.662
Champ1,0.6,0.18,0.697
Gm10509,-0.8,0.18,0.662
Gm14393,-0.8,0.18,0.662
Gm14403,-0.8,0.18,0.662
Gm7854,-0.8,0.18,0.662
Gnai3,4.2,0.18,0.508
Icos,1.1,0.18,0.421
Krtap9-1,1,0.18,0.662
Mcpt8,-0.8,0.18,0.662
Mdm4,-0.6,0.18,0.482
Olfr963,1,0.18,0.381
Sbno2,0.5,0.18,0.482
Styk1,-0.8,0.18,0.465
Tm4sf1,0.9,0.18,0.554
C330027C09Rik,0.2,0.179,0.691
Cacna1d,0.7,0.179,0.466
Fgf8,1.9,0.179,0.509
Frs3,2.7,0.179,0.476
Gm3468,1.9,0.179,0.381
Il27ra,-0.3,0.179,0.691
Irx4,-2.6,0.179,0.698
Lmbrd2,-0.2,0.179,0.691
Ndufv2,-2.5,0.179,0.466
Nppb,2.9,0.179,0.381
Obox7,0.7,0.179,0.381
Olfr575,1.9,0.179,0.381
Olfr727,2.7,0.179,0.422
Olfr774,2.9,0.179,0.381
Olfr820,1.9,0.179,0.381
Pate4,2,0.179,0.381
Ryk,1.6,0.179,0.509
Skp1a,0.8,0.179,0.483
Zfp282,0.8,0.179,0.698
9230104L09Rik,2.1,0.178,0.382
A230083G16Rik,1.1,0.178,0.663
A530032D15Rik,2,0.178,0.382
Defa35,1.8,0.178,0.382
Defa36,1.8,0.178,0.382
Defa37,1.8,0.178,0.382
Disc1,-0.7,0.178,0.483
Foxc2,0.8,0.178,0.698
Gabrb2,-1.6,0.178,0.467
Gm21854,2.1,0.178,0.382
Gpn1,-0.5,0.178,0.698
Gpr158,0.6,0.178,0.483
Hcn1,2.1,0.178,0.423
Lcn5,2,0.178,0.382
Olfr1457,1.9,0.178,0.382
Olfr181,1.8,0.178,0.382
Rnase2b,-1,0.178,0.663
Slc6a3,0.6,0.178,0.467
Tat,-0.6,0.178,0.467
Thoc1,1.6,0.178,0.51
Tmprss3,1.6,0.178,0.51
Trim80,1.8,0.178,0.382
Zswim4,-1.2,0.178,0.477
C1ra,-3.4,0.177,0.468
Chrnb3,0.8,0.177,0.468
Ddo,-0.5,0.177,0.484
Gm3327,2.1,0.177,0.382
Gm6583,2.1,0.177,0.382
Htt,1.6,0.177,0.511
Olfr153,0.6,0.177,0.382
Prpf39,-0.8,0.177,0.699
Rab3c,2.5,0.177,0.511
Shroom2,0.9,0.177,0.556
Tcam1,1.7,0.177,0.382
Tmc5,-0.2,0.177,0.692
Trappc2l,0.6,0.177,0.556
Txnrd1,-0.7,0.177,0.468
Anapc16,2.6,0.176,0.478
C230062I16Rik,-4,0.176,0.664
Ccdc110,0.7,0.176,0.424
Cyp2b19,2.2,0.176,0.382
Fam229a,2.6,0.176,0.478
Kiz,1.3,0.176,0.664
Med12l,-1,0.176,0.7
Slc51a,1.8,0.176,0.512
Snn,2.6,0.176,0.478
Tas2r102,2.1,0.176,0.382
Tdh,0.7,0.176,0.382
Tmem127,0.2,0.176,0.693
Tmem181a,-0.4,0.176,0.693
Ttc30b,1.6,0.176,0.512
2310002L09Rik,2.2,0.175,0.383
Frem2,2.1,0.175,0.425
Get4,-0.8,0.175,0.557
Mrpl1,-5,0.175,0.557
Mrpl49,-0.8,0.175,0.557
Orm2,1.7,0.175,0.383
Pyy,-2.8,0.175,0.557
Rpl31,-0.8,0.175,0.557
Slc14a2,1.1,0.175,0.425
Spink8,-0.5,0.175,0.485
Suco,0.2,0.175,0.694
Tmem184c,0.3,0.175,0.694
Vmn2r73,1,0.175,0.383
ENSMUSG00000096104,1.7,0.175,0.383
Akna,0.5,0.174,0.701
Dhrs1,1.9,0.174,0.512
Ffar2,1.8,0.174,0.512
Gabpb2,-0.5,0.174,0.701
Gm2244,2.2,0.174,0.383
Gm3278,2.2,0.174,0.383
Gm9978,-1.3,0.174,0.665
Mtmr7,0.9,0.174,0.471
Mycbpap,0.7,0.174,0.425
Pcdhb11,-0.5,0.174,0.383
Ppic,0.8,0.174,0.471
Scgb2b26,0.8,0.174,0.383
Vmn1r32,1.3,0.174,0.383
Vmn1r58,1,0.174,0.383
Asic3,-0.7,0.173,0.479
AW112010,-3.9,0.173,0.666
Ccm2l,2.1,0.173,0.427
Cdk10,-1.4,0.173,0.472
Dyrk4,-0.5,0.173,0.472
Map3k9,-2.4,0.173,0.472
Phgr1,-0.6,0.173,0.666
Siglec1,2.6,0.173,0.479
Slc22a12,2.6,0.173,0.479
Ttc39c,1.2,0.173,0.666
Zfp273,0.7,0.173,0.702
Dnaja2,-0.6,0.172,0.486
Dusp12,-7.7,0.172,0.473
Gbp2,0.2,0.172,0.696
Gm7647,0.9,0.172,0.383
Olfr834,2.1,0.172,0.427
Pwp1,1.2,0.172,0.703
Sbspon,-0.5,0.172,0.427
Slc16a11,-0.5,0.172,0.427
Slc35c2,-0.8,0.172,0.559
Tomm40l,0.8,0.172,0.559
Vmn1r175,2.8,0.172,0.383
Zfp648,0.9,0.172,0.703
ENSMUSG00000096207,2.3,0.172,0.383
1700012B07Rik,2.3,0.171,0.384
Cep85l,2.6,0.171,0.481
Dnajc10,0.9,0.171,0.515
Enam,1,0.171,0.429
Fah,-0.9,0.171,0.474
Gm10267,2.3,0.171,0.384
Gm10477,2.3,0.171,0.384
Hpca,1.7,0.171,0.487
Mbd3l1,-0.6,0.171,0.703
Nek11,-0.4,0.171,0.474
Olfr1465,-0.9,0.171,0.667
Rhebl1,1,0.171,0.56
Slc35c1,-3.7,0.171,0.56
Slf1,-2.5,0.171,0.703
Stard8,-0.6,0.171,0.487
Tmem262,1.6,0.171,0.429
Zfp830,-0.6,0.171,0.487
2010016I18Rik,-0.5,0.17,0.667
2210408I21Rik,2.6,0.17,0.481
Acy1,-0.4,0.17,0.475
Chgb,-1.5,0.17,0.56
Lca5l,2.6,0.17,0.481
Mmachc,-3.2,0.17,0.475
Msh2,-0.6,0.17,0.488
Mtmr4,-1.1,0.17,0.475
Nts,-1,0.17,0.56
Slc44a5,-0.8,0.17,0.697
Spata2,0.5,0.17,0.488
Vwa8,1.1,0.17,0.56
Wdr66,-1,0.17,0.56
4833413E03Rik,1,0.169,0.667
Arid4b,-1.1,0.169,0.561
Bche,0.5,0.169,0.476
Cyp26a1,0.7,0.169,0.516
Dgki,-3,0.169,0.476
Fbxw24,2.4,0.169,0.386
Foxl1,0.9,0.169,0.705
Gm20821,1.6,0.169,0.667
Gm5169,1.6,0.169,0.386
Il24,-0.6,0.169,0.488
Klhl32,-0.9,0.169,0.516
Lonrf2,-1.8,0.169,0.516
Mink1,-0.5,0.169,0.476
Nol4l,1.4,0.169,0.667
Rhbdd1,0.8,0.169,0.561
Slc10a7,0.1,0.169,0.698
Slc23a2,-0.2,0.169,0.698
Slx4,4,0.169,0.482
ENSMUSG00000070907,0.9,0.169,0.43
Acbd6,-0.6,0.168,0.562
Cdk11b,-1,0.168,0.477
Cep41,-0.4,0.168,0.489
Cxcl16,-5,0.168,0.562
Fabp2,2.4,0.168,0.518
Ikbip,2.4,0.168,0.518
Khdrbs2,-1.5,0.168,0.705
Krt36,0.9,0.168,0.431
Mrps12,0.8,0.168,0.489
Msl3l2,0.8,0.168,0.386
Neurod1,4.1,0.168,0.518
Nln,-2.2,0.168,0.518
Olfr1106,2.4,0.168,0.386
Olfr1205,1,0.168,0.431
Phlda2,1,0.168,0.489
Phospho2,-1,0.168,0.477
Pkdcc,0.9,0.168,0.477
Scarf1,0.7,0.168,0.562
Spata24,1.7,0.168,0.482
Tomm70a,-0.8,0.168,0.477
Acy3,1.1,0.167,0.478
Adgrf1,-0.5,0.167,0.431
Aoc1,-0.5,0.167,0.431
Cct7,1.5,0.167,0.519
Cd300ld,-0.5,0.167,0.431
Cd80,-3.2,0.167,0.478
Cfap206,2.1,0.167,0.431
D430041D05Rik,-0.5,0.167,0.431
Dcdc2c,-0.5,0.167,0.431
Defb29,-0.5,0.167,0.431
